id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p8,armFront,1,234,234,1,1,1,1,2481,3984,6939,2955
p8,armFront,2,314,314,1,1,1,1,7642,9145,11289,2144
p8,armFront,3,124,324,0,0,1,1,11953,13457,15069,1612
p8,armFront,4,342,342,1,1,1,1,15748,17251,18805,1554
p8,armFront,5,413,413,1,1,1,1,19448,20952,23540,2588
p8,armFront,6,142,142,1,1,1,1,24484,25987,27762,1775
p8,armFront,7,213,213,1,1,1,1,28523,30027,32228,2201
p8,armFront,8,213,413,0,0,1,1,32929,34432,35978,1546
p8,armFront,9,123,143,0,1,0,1,36669,38172,39955,1783
p8,armFront,10,231,431,0,0,1,1,40654,42158,43503,1345
p8,armFront,11,312,314,0,1,1,0,44193,45696,48172,2476
p8,armFront,12,213,213,1,1,1,1,48848,50351,52255,1904
p8,armFront,13,324,324,1,1,1,1,53088,54591,55796,1205
p8,armFront,14,143,143,1,1,1,1,56479,57982,59698,1716
p8,armFront,15,124,124,1,1,1,1,60373,61876,63580,1704
p8,armFront,16,423,423,1,1,1,1,64199,65701,67173,1472
p8,armFront,17,132,132,1,1,1,1,67825,69329,70598,1269
p8,armFront,18,321,321,1,1,1,1,71235,72738,74598,1860
p8,armFront,19,134,134,1,1,1,1,75234,76737,81599,4862
p8,armFront,20,243,243,1,1,1,1,82357,83860,85459,1599
p8,armFront,21,421,421,1,1,1,1,106646,108154,109439,1285
p8,armFront,22,321,341,0,1,0,1,110104,111607,116208,4601
p8,armFront,23,231,231,1,1,1,1,116954,118457,120464,2007
p8,armFront,24,432,234,0,0,1,0,121132,122635,126974,4339
p8,armFront,25,214,214,1,1,1,1,127602,129106,131806,2700
p8,armFront,26,214,214,1,1,1,1,132653,134156,137866,3710
p8,armFront,27,312,124,0,0,0,0,138547,140050,141632,1582
p8,armFront,28,314,324,0,1,0,1,142295,143798,145338,1540
p8,armFront,29,132,134,0,1,1,0,146030,147533,148552,1019
p8,armFront,30,234,234,1,1,1,1,149230,150733,152308,1575
p8,armFront,31,431,432,0,1,1,0,152958,154462,156348,1886
p8,armFront,32,124,143,0,1,0,0,157131,158634,159715,1081
p8,armFront,33,321,341,0,1,0,1,160406,161909,163539,1630
p8,armFront,34,124,124,1,1,1,1,164206,165710,167368,1658
p8,armFront,35,241,241,1,1,1,1,168019,169522,170933,1411
p8,armFront,36,421,421,1,1,1,1,171645,173149,174941,1792
p8,armFront,37,423,423,1,1,1,1,175591,177095,178368,1273
p8,armFront,38,341,124,0,0,0,0,179055,180558,181979,1421
p8,armFront,39,214,214,1,1,1,1,182639,184143,185575,1432
p8,armFront,40,341,341,1,1,1,1,186358,187861,190274,2413
p8,armFront,41,341,341,1,1,1,1,212863,214370,216751,2381
p8,armFront,42,342,342,1,1,1,1,217432,218937,220655,1718
p8,armFront,43,423,423,1,1,1,1,221557,223059,225461,2402
p8,armFront,44,143,243,0,0,1,1,226112,227616,229693,2077
p8,armFront,45,134,134,1,1,1,1,230353,231856,233840,1984
p8,armFront,46,421,243,0,0,0,0,234504,236007,239363,3356
p8,armFront,47,243,241,0,1,1,0,240051,241555,244847,3292
p8,armFront,48,143,143,1,1,1,1,245494,246998,250052,3054
p8,armFront,49,421,421,1,1,1,1,250717,252220,253941,1721
p8,armFront,50,132,134,0,1,1,0,254605,256108,258148,2040
p8,armFront,51,324,234,0,0,0,1,258819,260322,262736,2414
p8,armFront,52,412,413,0,1,1,0,263398,264902,267240,2338
p8,armFront,53,231,231,1,1,1,1,268580,270083,272767,2684
