id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p1,Distal,1,42,21,0,0,0,36766,37777,40125
p1,Distal,2,31,11,0,0,1,41198,42201,47053
p1,Distal,3,41,21,0,0,1,48342,49344,54741
p1,Distal,4,31,11,0,0,1,55726,56728,58574
p1,Distal,5,41,21,0,0,1,60167,61172,69661
p1,Distal,6,41,41,1,1,1,70526,71529,74878
p1,Distal,7,43,21,0,0,0,76102,77110,78877
p1,Distal,8,42,42,1,1,1,79766,80769,83317
p1,Distal,9,41,41,1,1,1,84182,85184,87573
p1,Distal,10,12,12,1,1,1,88415,89417,91326
p1,Distal,11,32,12,0,0,1,92534,93536,94958
p1,Distal,12,41,41,1,1,1,96222,97225,98877
p1,Distal,13,24,42,0,0,0,99735,100736,102725
p1,Distal,14,13,13,1,1,1,103518,104520,107101
p1,Distal,15,34,14,0,0,1,107918,108920,111029
p1,Distal,16,23,21,0,1,0,111814,112816,115190
p1,Distal,17,31,11,0,0,1,116079,117081,118861
p1,Distal,18,14,12,0,1,0,121006,122008,123693
p1,Distal,19,21,21,1,1,1,124694,125696,127173
p1,Distal,20,32,12,0,0,1,128071,129076,130470
p1,Distal,21,42,22,0,0,1,161486,162493,163998
p1,Distal,22,43,21,0,0,0,165166,166168,168374
p1,Distal,23,32,12,0,0,1,169470,170473,171813
p1,Distal,24,32,12,0,0,1,172655,173658,175662
p1,Distal,25,23,21,0,1,0,176543,177545,179326
p1,Distal,26,12,12,1,1,1,180174,181177,183717
p1,Distal,27,12,12,1,1,1,184462,185464,187310
p1,Distal,28,31,11,0,0,1,188134,189136,191565
p1,Distal,29,31,11,0,0,1,192398,193401,194862
p1,Distal,30,14,12,0,1,0,195774,196776,199021
p1,Distal,31,42,22,0,0,1,199846,200848,202245
p1,Distal,32,12,12,1,1,1,203102,204104,206030
p1,Distal,33,24,24,1,1,1,206742,207744,209629
p1,Distal,34,34,12,0,0,0,210342,211345,213134
p1,Distal,35,23,21,0,1,0,213926,214928,216493
p1,Distal,36,24,21,0,1,0,217198,218200,219693
p1,Distal,37,12,12,1,1,1,220446,221448,222590
p1,Distal,38,34,12,0,0,0,223430,224432,227494
p1,Distal,39,34,12,0,0,0,228214,229216,230758
p1,Distal,40,34,12,0,0,0,231510,232513,234030
p1,Distal,41,13,11,0,1,0,264894,265900,268917
p1,Distal,42,13,13,1,1,1,269846,270849,273302
p1,Distal,43,24,24,1,1,1,274470,275477,278686
p1,Distal,44,23,23,1,1,1,279471,280473,282270
p1,Distal,45,21,21,1,1,1,283086,284088,285861
p1,Distal,46,43,21,0,0,0,286622,287626,290390
p1,Distal,47,21,21,1,1,1,291127,292130,294525
p1,Distal,48,13,13,1,1,1,295279,296281,299509
p1,Distal,49,14,14,1,1,1,300439,301441,304725
p1,Distal,50,43,43,1,1,1,305583,306585,309726
p1,Distal,51,24,24,1,1,1,310454,311457,313222
p1,Distal,52,43,21,0,0,0,314102,315104,317845
p1,Distal,53,13,13,1,1,1,318702,319708,321382
p1,Distal,54,32,12,0,0,1,322767,323775,325639
p1,Distal,55,42,24,0,0,0,326479,327481,329846
p1,Distal,56,14,14,1,1,1,330655,331658,336117
p1,Distal,57,21,21,1,1,1,336942,337945,339645
p1,Distal,58,14,14,1,1,1,340662,341665,343165
p1,Distal,59,23,23,1,1,1,344022,345024,346669
p1,Distal,60,21,21,1,1,1,347439,348441,350158
