id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p1,Body,1,23,14,0,0,0,12254,13259,16702
p1,Body,2,32,41,0,0,0,17606,18608,22854
p1,Body,3,12,12,1,1,1,23695,24702,27125
p1,Body,4,31,41,0,0,1,28070,29073,30918
p1,Body,5,24,24,1,1,1,31886,32889,34413
p1,Body,6,23,24,0,1,0,35270,36272,38270
p1,Body,7,42,42,1,1,1,39103,40105,42333
p1,Body,8,24,24,1,1,1,43150,44152,45942
p1,Body,9,41,41,1,1,1,46718,47721,50181
p1,Body,10,12,12,1,1,1,51071,52073,54142
p1,Body,11,31,41,0,0,1,55687,56689,58438
p1,Body,12,42,42,1,1,1,59254,60256,62926
p1,Body,13,24,24,1,1,1,63758,64761,66278
p1,Body,14,13,24,0,0,0,67134,68136,69646
p1,Body,15,41,41,1,1,1,70367,71369,73383
p1,Body,16,13,23,0,0,1,74150,75155,78918
p1,Body,17,43,43,1,1,1,79727,80733,82286
p1,Body,18,21,21,1,1,1,83270,84273,86246
p1,Body,19,12,12,1,1,1,87007,88009,89686
p1,Body,20,43,43,1,1,1,90583,91584,93141
p1,Body,21,34,42,0,0,0,124383,125389,127358
p1,Body,22,34,42,0,0,0,128199,129203,130926
p1,Body,23,32,42,0,0,1,131991,132993,136670
p1,Body,24,43,43,1,1,1,137511,138513,140469
p1,Body,25,13,12,0,1,0,141447,142449,145382
p1,Body,26,13,13,1,1,1,146182,147188,149286
p1,Body,27,34,42,0,0,0,150038,151042,152990
p1,Body,28,32,32,1,1,1,153767,154769,157470
p1,Body,29,31,31,1,1,1,158263,159265,161350
p1,Body,30,23,23,1,1,1,162431,163433,165134
p1,Body,31,34,32,0,1,0,165999,167001,169421
p1,Body,32,21,21,1,1,1,170319,171324,172998
p1,Body,33,14,14,1,1,1,173719,174728,176566
p1,Body,34,31,31,1,1,1,177255,178257,179613
p1,Body,35,21,21,1,1,1,180615,181617,186205
p1,Body,36,24,24,1,1,1,186951,187953,189334
p1,Body,37,14,24,0,0,1,190478,191481,194062
p1,Body,38,13,13,1,1,1,195030,196032,197726
p1,Body,39,43,23,0,0,1,198542,199550,201086
p1,Body,40,41,21,0,0,1,201887,202889,205406
p1,Body,41,42,42,1,1,1,236390,237399,238886
p1,Body,42,21,21,1,1,1,239710,240713,242694
p1,Body,43,14,12,0,1,0,243406,244408,249862
p1,Body,44,24,24,1,1,1,250551,251554,253757
p1,Body,45,32,42,0,0,1,254862,255868,257253
p1,Body,46,31,42,0,0,0,258070,259077,260734
p1,Body,47,12,12,1,1,1,261431,262432,263981
p1,Body,48,43,43,1,1,1,264662,265664,267493
p1,Body,49,23,23,1,1,1,268271,269273,270958
p1,Body,50,12,12,1,1,1,271838,272840,274326
p1,Body,51,41,41,1,1,1,275014,276016,277390
p1,Body,52,42,41,0,1,0,278159,279161,280565
p1,Body,53,14,14,1,1,1,281422,282424,283766
p1,Body,54,32,42,0,0,1,284487,285489,286679
p1,Body,55,23,23,1,1,1,287423,288425,289782
p1,Body,56,34,34,1,1,1,290591,291593,293190
p1,Body,57,14,14,1,1,1,293879,294881,300094
p1,Body,58,42,42,1,1,1,300918,301921,303654
p1,Body,59,21,21,1,1,1,304391,305393,306734
p1,Body,60,41,41,1,1,1,307471,308473,309870
