id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p7,C(Baseline2),1,143,141,0,1,1,0,3903,5406,8318,2912
p7,C(Baseline2),2,412,414,0,1,1,0,10098,11601,13909,2308
p7,C(Baseline2),3,242,414,0,0,0,0,14637,16141,26016,9875
p7,C(Baseline2),4,434,434,1,1,1,1,26873,28375,40516,12141
p7,C(Baseline2),5,341,341,1,1,1,1,47539,49047,51944,2897
p7,C(Baseline2),6,412,412,1,1,1,1,52611,54115,56835,2720
p7,C(Baseline2),7,214,212,0,1,1,0,57642,59149,62910,3761
p7,C(Baseline2),8,232,232,1,1,1,1,63771,65274,69134,3860
p7,C(Baseline2),9,423,423,1,1,1,1,69867,71371,74315,2944
p7,C(Baseline2),10,241,241,1,1,1,1,75061,76564,79188,2624
p7,C(Baseline2),11,232,232,1,1,1,1,79919,81422,84153,2731
p7,C(Baseline2),12,231,231,1,1,1,1,84847,86350,88750,2400
p7,C(Baseline2),13,314,313,0,1,1,0,89568,91071,93610,2539
p7,C(Baseline2),14,324,424,0,0,1,1,94333,95835,97985,2150
p7,C(Baseline2),15,421,421,1,1,1,1,98701,100204,102612,2408
p7,C(Baseline2),16,142,141,0,1,1,0,103383,104886,107325,2439
p7,C(Baseline2),17,424,424,1,1,1,1,108057,109560,111946,2386
p7,C(Baseline2),18,413,414,0,1,1,0,112680,114182,117457,3275
p7,C(Baseline2),19,342,312,0,1,0,1,118242,119745,123501,3756
p7,C(Baseline2),20,414,414,1,1,1,1,124352,125856,130883,5027
p7,C(Baseline2),21,414,414,1,1,1,1,162094,163603,167235,3632
p7,C(Baseline2),22,234,434,0,0,1,1,168282,169787,173092,3305
p7,C(Baseline2),23,123,143,0,1,0,1,173847,175350,178329,2979
p7,C(Baseline2),24,434,434,1,1,1,1,179096,180599,183227,2628
p7,C(Baseline2),25,132,131,0,1,1,0,184064,185567,189067,3500
p7,C(Baseline2),26,132,131,0,1,1,0,189889,191393,194085,2692
p7,C(Baseline2),27,313,313,1,1,1,1,194882,196386,198703,2317
p7,C(Baseline2),28,324,424,0,0,1,1,199402,200906,204374,3468
p7,C(Baseline2),29,312,312,1,1,1,1,205125,206628,209115,2487
p7,C(Baseline2),30,313,414,0,0,1,0,209879,211414,213969,2555
p7,C(Baseline2),31,423,424,0,1,1,0,214695,216198,218712,2514
p7,C(Baseline2),32,421,423,0,1,1,0,219462,220966,223419,2453
p7,C(Baseline2),33,413,414,0,1,1,0,224157,225661,229114,3453
p7,C(Baseline2),34,432,431,0,1,1,0,230086,231589,235545,3956
p7,C(Baseline2),35,232,231,0,1,1,0,236353,237857,244925,7068
p7,C(Baseline2),36,424,424,1,1,1,1,245586,247089,249071,1982
p7,C(Baseline2),37,243,243,1,1,1,1,249774,251277,253814,2537
p7,C(Baseline2),38,242,242,1,1,1,1,254518,256021,258511,2490
p7,C(Baseline2),39,432,431,0,1,1,0,259298,260801,263869,3068
p7,C(Baseline2),40,123,123,1,1,1,1,264584,266087,268671,2584
p7,C(Baseline2),41,212,212,1,1,1,1,300344,301853,305151,3298
p7,C(Baseline2),42,243,243,1,1,1,1,306243,307747,310083,2336
p7,C(Baseline2),43,412,414,0,1,1,0,310821,312327,314929,2602
p7,C(Baseline2),44,234,212,0,1,0,0,315651,317155,319529,2374
p7,C(Baseline2),45,312,312,1,1,1,1,320301,321804,323941,2137
p7,C(Baseline2),46,323,313,0,1,0,1,324604,326107,328208,2101
p7,C(Baseline2),47,241,231,0,1,0,1,328906,330410,333354,2944
p7,C(Baseline2),48,121,121,1,1,1,1,334117,335620,337515,1895
p7,C(Baseline2),49,321,421,0,0,1,1,338274,339778,342132,2354
p7,C(Baseline2),50,343,312,0,1,0,0,342994,344497,348846,4349
p7,C(Baseline2),51,214,212,0,1,1,0,349561,351064,354032,2968
p7,C(Baseline2),52,131,121,0,1,0,1,354828,356332,359159,2827
p7,C(Baseline2),53,341,321,0,1,0,1,359834,361338,366890,5552
p7,C(Baseline2),54,124,124,1,1,1,1,367639,369143,371974,2831
p7,C(Baseline2),55,343,343,1,1,1,1,372757,374260,377542,3282
p7,C(Baseline2),56,231,231,1,1,1,1,378259,379762,382619,2857
p7,C(Baseline2),57,131,141,0,1,0,1,383346,384849,386829,1980
p7,C(Baseline2),58,312,312,1,1,1,1,387636,389140,391067,1927
p7,C(Baseline2),59,313,424,0,0,0,0,391820,393323,395480,2157
p7,C(Baseline2),60,213,212,0,1,1,0,396397,397900,400379,2479
p7,C(Baseline2),61,342,342,1,1,1,1,431871,433377,436606,3229
p7,C(Baseline2),62,324,313,0,1,0,0,437373,438879,441197,2318
p7,C(Baseline2),63,212,212,1,1,1,1,441883,443386,446445,3059
p7,C(Baseline2),64,413,414,0,1,1,0,447120,448623,451408,2785
p7,C(Baseline2),65,423,423,1,1,1,1,452125,453627,456133,2506
p7,C(Baseline2),66,121,121,1,1,1,1,456978,458482,460948,2466
p7,C(Baseline2),67,234,232,0,1,1,0,461750,463253,466281,3028
p7,C(Baseline2),68,342,321,0,1,0,0,467044,468547,471573,3026
p7,C(Baseline2),69,231,231,1,1,1,1,472293,473797,476387,2590
p7,C(Baseline2),70,424,424,1,1,1,1,477094,478598,481560,2962
p7,C(Baseline2),71,123,242,0,0,0,0,482269,483772,486286,2514
p7,C(Baseline2),72,124,123,0,1,1,0,486962,488465,490403,1938
p7,C(Baseline2),73,213,213,1,1,1,1,491324,492827,495324,2497
p7,C(Baseline2),74,131,131,1,1,1,1,496067,497570,499613,2043
p7,C(Baseline2),75,421,423,0,1,1,0,500230,501734,504839,3105
p7,C(Baseline2),76,141,141,1,1,1,1,508019,509522,511835,2313
p7,C(Baseline2),77,134,142,0,1,0,0,512535,514039,517707,3668
p7,C(Baseline2),78,341,341,1,1,1,1,518577,520082,523136,3054
p7,C(Baseline2),79,431,431,1,1,1,1,523921,525424,528786,3362
p7,C(Baseline2),80,241,241,1,1,1,1,529735,531238,533513,2275
p7,C(Baseline2),81,124,123,0,1,1,0,564635,566143,569745,3602
p7,C(Baseline2),82,321,421,0,0,1,1,570855,572358,574709,2351
p7,C(Baseline2),83,134,242,0,0,0,0,575481,576984,579002,2018
p7,C(Baseline2),84,434,434,1,1,1,1,579700,581208,583314,2106
p7,C(Baseline2),85,142,143,0,1,1,0,584037,585540,587885,2345
p7,C(Baseline2),86,143,143,1,1,1,1,589032,590535,592711,2176
p7,C(Baseline2),87,343,434,0,0,0,0,593531,595034,597431,2397
p7,C(Baseline2),88,314,314,1,1,1,1,598930,600434,603141,2707
p7,C(Baseline2),89,214,212,0,1,1,0,604845,606348,608729,2381
p7,C(Baseline2),90,141,121,0,1,0,1,609405,610909,613012,2103
p7,C(Baseline2),91,414,414,1,1,1,1,614384,615887,618092,2205
p7,C(Baseline2),92,431,431,1,1,1,1,618836,620339,622956,2617
p7,C(Baseline2),93,321,313,0,1,0,0,623799,625302,627525,2223
p7,C(Baseline2),94,242,242,1,1,1,1,628406,629909,632700,2791
p7,C(Baseline2),95,132,131,0,1,1,0,633503,635006,637380,2374
p7,C(Baseline2),96,431,431,1,1,1,1,638214,639718,642545,2827
p7,C(Baseline2),97,121,121,1,1,1,1,643354,644857,647983,3126
p7,C(Baseline2),98,432,431,0,1,1,0,648908,650411,653907,3496
p7,C(Baseline2),99,243,243,1,1,1,1,654618,656121,659495,3374
p7,C(Baseline2),100,212,212,1,1,1,1,660462,661965,665591,3626
p7,C(Baseline2),101,142,321,0,0,0,0,696899,698405,701807,3402
p7,C(Baseline2),102,134,131,0,1,1,0,702708,704216,705912,1696
p7,C(Baseline2),103,213,214,0,1,1,0,706610,708114,710954,2840
p7,C(Baseline2),104,323,313,0,1,0,1,711763,713267,715539,2272
p7,C(Baseline2),105,323,424,0,0,1,0,716239,717743,720119,2376
p7,C(Baseline2),106,143,243,0,0,1,1,720869,722372,724103,1731
p7,C(Baseline2),107,314,313,0,1,1,0,724786,726289,728426,2137
p7,C(Baseline2),108,141,141,1,1,1,1,729253,730757,732821,2064
