id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p11,A(Baseline1),1,143,143,1,1,1,1,77526,79043,82188,3145
p11,A(Baseline1),2,412,432,0,1,0,1,83511,85019,88313,3294
p11,A(Baseline1),3,232,242,0,1,0,1,89478,90983,94829,3846
p11,A(Baseline1),4,313,314,0,1,1,0,95946,97449,100710,3261
p11,A(Baseline1),5,323,313,0,1,0,1,102251,103756,106490,2734
p11,A(Baseline1),6,321,323,0,1,1,0,107923,109427,114187,4760
p11,A(Baseline1),7,431,431,1,1,1,1,115360,116863,119163,2300
p11,A(Baseline1),8,142,141,0,1,1,0,120034,121538,124417,2879
p11,A(Baseline1),9,242,141,0,0,1,0,125579,127083,130140,3057
p11,A(Baseline1),10,434,434,1,1,1,1,130971,132474,136636,4162
p11,A(Baseline1),11,423,413,0,1,0,1,137533,139043,142430,3387
p11,A(Baseline1),12,143,143,1,1,1,1,143294,144802,147247,2445
p11,A(Baseline1),13,342,341,0,1,1,0,148380,149885,152920,3035
p11,A(Baseline1),14,241,141,0,0,1,1,153628,155131,157927,2796
p11,A(Baseline1),15,123,324,0,0,1,0,159178,160681,163516,2835
p11,A(Baseline1),16,314,314,1,1,1,1,164681,166185,169820,3635
p11,A(Baseline1),17,423,423,1,1,1,1,170884,172387,177230,4843
p11,A(Baseline1),18,231,241,0,1,0,1,178288,179791,184052,4261
p11,A(Baseline1),19,131,141,0,1,0,1,185034,186545,189124,2579
p11,A(Baseline1),20,124,124,1,1,1,1,190273,191776,194586,2810
p11,A(Baseline1),21,132,142,0,1,0,1,227246,228752,231556,2804
p11,A(Baseline1),22,132,141,0,1,0,0,232349,233857,236930,3073
p11,A(Baseline1),23,212,232,0,1,0,1,237816,239320,243467,4147
p11,A(Baseline1),24,323,424,0,0,1,0,244335,245838,248810,2972
p11,A(Baseline1),25,434,434,1,1,1,1,249579,251083,254080,2997
p11,A(Baseline1),26,243,243,1,1,1,1,254944,256448,259056,2608
p11,A(Baseline1),27,131,141,0,1,0,1,260049,261553,264245,2692
p11,A(Baseline1),28,141,141,1,1,1,1,265030,266533,269906,3373
p11,A(Baseline1),29,212,232,0,1,0,1,270690,272194,274673,2479
p11,A(Baseline1),30,141,121,0,1,0,1,275552,277056,280038,2982
p11,A(Baseline1),31,312,412,0,0,1,1,280814,282317,284981,2664
p11,A(Baseline1),32,342,421,0,0,0,0,285827,287331,289736,2405
p11,A(Baseline1),33,423,424,0,1,1,0,290437,291940,294316,2376
p11,A(Baseline1),34,212,232,0,1,0,1,295507,297009,299317,2308
p11,A(Baseline1),35,243,243,1,1,1,1,300158,301661,303458,1797
p11,A(Baseline1),36,234,242,0,1,0,0,304258,305761,308025,2264
p11,A(Baseline1),37,323,424,0,0,1,0,308837,310341,312588,2247
p11,A(Baseline1),38,414,414,1,1,1,1,313383,314887,318070,3183
p11,A(Baseline1),39,412,412,1,1,1,1,319379,320882,323178,2296
p11,A(Baseline1),40,213,234,0,1,0,0,324777,326280,328421,2141
p11,A(Baseline1),41,321,321,1,1,1,1,361407,362919,365604,2685
p11,A(Baseline1),42,343,424,0,0,0,0,366474,367978,372433,4455
p11,A(Baseline1),43,121,123,0,1,1,0,373310,374814,377949,3135
p11,A(Baseline1),44,131,141,0,1,0,1,378669,380172,382625,2453
p11,A(Baseline1),45,312,412,0,0,1,1,383521,385023,387347,2324
p11,A(Baseline1),46,324,314,0,1,0,1,388243,389746,392695,2949
p11,A(Baseline1),47,424,414,0,1,0,1,393521,395024,397046,2022
p11,A(Baseline1),48,234,132,0,0,1,0,397851,399355,401148,1793
p11,A(Baseline1),49,123,123,1,1,1,1,402049,403551,405430,1879
p11,A(Baseline1),50,241,241,1,1,1,1,406280,407783,409769,1986
p11,A(Baseline1),51,414,414,1,1,1,1,410564,412067,413993,1926
p11,A(Baseline1),52,241,241,1,1,1,1,414809,416313,419314,3001
p11,A(Baseline1),53,124,124,1,1,1,1,420141,421644,423629,1985
p11,A(Baseline1),54,412,412,1,1,1,1,424595,426098,428825,2727
p11,A(Baseline1),55,313,313,1,1,1,1,429572,431075,432861,1786
p11,A(Baseline1),56,314,314,1,1,1,1,433749,435252,436944,1692
p11,A(Baseline1),57,421,413,0,1,0,0,437776,439279,441487,2208
p11,A(Baseline1),58,424,414,0,1,0,1,442310,443813,445461,1648
p11,A(Baseline1),59,214,134,0,0,0,1,446344,447848,449472,1624
p11,A(Baseline1),60,242,141,0,0,1,0,450357,451860,454041,2181
p11,A(Baseline1),61,243,243,1,1,1,1,485558,487064,489099,2035
p11,A(Baseline1),62,321,413,0,0,0,0,490380,491883,493324,1441
p11,A(Baseline1),63,134,142,0,1,0,0,494021,495527,497105,1578
p11,A(Baseline1),64,342,341,0,1,1,0,497937,499441,501116,1675
p11,A(Baseline1),65,124,124,1,1,1,1,501924,503427,505964,2537
p11,A(Baseline1),66,432,431,0,1,1,0,506758,508262,510303,2041
