id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p12,B(Approach),1,141,142,0,1,1,0,8697,10216,12770,2554
p12,B(Approach),2,323,424,0,0,1,0,14070,15581,18431,2850
p12,B(Approach),3,342,421,0,0,0,0,19784,21287,23350,2063
p12,B(Approach),4,232,242,0,1,0,1,24677,26180,28331,2151
p12,B(Approach),5,312,412,0,0,1,1,29852,31356,33356,2000
p12,B(Approach),6,232,242,0,1,0,1,34511,36016,38931,2915
p12,B(Approach),7,413,434,0,1,0,0,39889,41391,44061,2670
p12,B(Approach),8,134,142,0,1,0,0,45115,46621,48890,2269
p12,B(Approach),9,234,242,0,1,0,0,49862,51364,53548,2184
p12,B(Approach),10,414,432,0,1,0,0,54933,56437,60622,4185
p12,B(Approach),11,212,232,0,1,0,1,61522,63025,65638,2613
p12,B(Approach),12,121,423,0,0,1,0,66566,68069,70095,2026
p12,B(Approach),13,123,324,0,0,1,0,70991,72495,74947,2452
p12,B(Approach),14,413,414,0,1,1,0,76260,77767,80222,2455
p12,B(Approach),15,142,142,1,1,1,1,81363,82866,86350,3484
p12,B(Approach),16,143,342,0,0,1,0,87359,88862,91912,3050
p12,B(Approach),17,124,324,0,0,1,1,93876,95378,98079,2701
p12,B(Approach),18,434,423,0,1,0,0,99231,100735,102913,2178
p12,B(Approach),19,414,414,1,1,1,1,104861,106364,109386,3022
p12,B(Approach),20,432,431,0,1,1,0,110725,112229,114410,2181
p12,B(Approach),21,132,342,0,0,0,1,146560,148071,150101,2030
p12,B(Approach),22,241,243,0,1,1,0,150879,152392,154572,2180
p12,B(Approach),23,142,342,0,0,1,1,155966,157469,159330,1861
p12,B(Approach),24,232,241,0,1,0,0,160349,161859,163729,1870
p12,B(Approach),25,324,414,0,0,0,1,164459,165963,169210,3247
p12,B(Approach),26,141,341,0,0,1,1,170264,171766,173897,2131
p12,B(Approach),27,312,431,0,0,0,0,174916,176420,178343,1923
p12,B(Approach),28,421,423,0,1,1,0,179258,180766,184315,3549
p12,B(Approach),29,412,431,0,1,0,0,185352,186857,188676,1819
p12,B(Approach),30,342,421,0,0,0,0,189394,190897,193521,2624
p12,B(Approach),31,341,421,0,0,0,1,194560,196063,202993,6930
p12,B(Approach),32,214,234,0,1,0,1,203807,205312,207383,2071
p12,B(Approach),33,423,424,0,1,1,0,208377,209880,212112,2232
p12,B(Approach),34,321,423,0,0,1,0,212917,214421,216445,2024
p12,B(Approach),35,123,424,0,0,1,0,217291,218794,221388,2594
p12,B(Approach),36,243,243,1,1,1,1,222258,223760,225771,2011
p12,B(Approach),37,313,314,0,1,1,0,226619,228123,233920,5797
p12,B(Approach),38,341,323,0,1,0,0,234771,236274,239746,3472
p12,B(Approach),39,313,413,0,0,1,1,241386,242889,252469,9580
p12,B(Approach),40,131,132,0,1,1,0,254576,256079,259420,3341
p12,B(Approach),41,424,212,0,0,0,0,291785,293296,296318,3022
p12,B(Approach),42,432,431,0,1,1,0,297287,298792,300855,2063
p12,B(Approach),43,131,132,0,1,1,0,301798,303303,307868,4565
p12,B(Approach),44,242,241,0,1,1,0,308694,310198,312482,2284
p12,B(Approach),45,343,424,0,0,0,0,313337,314842,317193,2351
p12,B(Approach),46,341,421,0,0,0,1,318032,319535,321998,2463
