id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p2,C(Baseline2),1,432,432,1,1,1,1,3015,4519,6535,2016
p2,C(Baseline2),2,413,412,0,1,1,0,7360,8863,10991,2128
p2,C(Baseline2),3,143,143,1,1,1,1,12295,13799,17015,3216
p2,C(Baseline2),4,132,142,0,1,0,1,17720,19223,21798,2575
p2,C(Baseline2),5,414,414,1,1,1,1,22936,24440,28615,4175
p2,C(Baseline2),6,341,341,1,1,1,1,29414,30917,35039,4122
p2,C(Baseline2),7,131,212,0,0,0,0,35743,37246,41911,4665
p2,C(Baseline2),8,141,241,0,0,1,1,43296,44799,48687,3888
p2,C(Baseline2),9,213,214,0,1,1,0,50616,52119,56511,4392
p2,C(Baseline2),10,414,414,1,1,1,1,57407,58910,61511,2601
p2,C(Baseline2),11,231,234,0,1,1,0,62463,63967,66535,2568
p2,C(Baseline2),12,324,424,0,0,1,1,67343,68846,73287,4441
p2,C(Baseline2),13,231,231,1,1,1,1,74184,75687,79367,3680
p2,C(Baseline2),14,323,424,0,0,1,0,80224,81727,84319,2592
p2,C(Baseline2),15,414,414,1,1,1,1,85247,86752,89623,2871
p2,C(Baseline2),16,243,243,1,1,1,1,90343,91846,95879,4033
p2,C(Baseline2),17,432,342,0,0,0,1,96737,98241,102336,4095
p2,C(Baseline2),18,131,343,0,0,0,0,103119,104622,108431,3809
p2,C(Baseline2),19,214,214,1,1,1,1,109048,110551,112175,1624
p2,C(Baseline2),20,242,242,1,1,1,1,113024,114527,117927,3400
p2,C(Baseline2),21,214,234,0,1,0,1,149823,151330,154607,3277
p2,C(Baseline2),22,324,424,0,0,1,1,155528,157033,159359,2326
p2,C(Baseline2),23,342,342,1,1,1,1,160248,161752,166430,4678
p2,C(Baseline2),24,413,414,0,1,1,0,167311,168814,175134,6320
p2,C(Baseline2),25,341,341,1,1,1,1,176071,177574,179367,1793
p2,C(Baseline2),26,343,343,1,1,1,1,180103,181606,183646,2040
p2,C(Baseline2),27,212,212,1,1,1,1,184432,185935,188583,2648
p2,C(Baseline2),28,241,241,1,1,1,1,189423,190926,193271,2345
p2,C(Baseline2),29,313,434,0,0,0,0,194040,195543,198550,3007
p2,C(Baseline2),30,323,423,0,0,1,1,199287,200791,203583,2792
p2,C(Baseline2),31,434,141,0,0,0,0,204296,205800,210671,4871
p2,C(Baseline2),32,343,424,0,0,0,0,211439,212943,218359,5416
p2,C(Baseline2),33,123,124,0,1,1,0,219159,220663,223150,2487
p2,C(Baseline2),34,431,431,1,1,1,1,223896,225399,233654,8255
p2,C(Baseline2),35,243,243,1,1,1,1,234400,235903,237839,1936
p2,C(Baseline2),36,423,412,0,1,0,0,238544,240047,243087,3040
p2,C(Baseline2),37,231,241,0,1,0,1,243872,245376,249535,4159
p2,C(Baseline2),38,232,242,0,1,0,1,250544,252047,253855,1808
p2,C(Baseline2),39,423,423,1,1,1,1,254680,256183,258526,2343
p2,C(Baseline2),40,413,414,0,1,1,0,259287,260791,263302,2511
p2,C(Baseline2),41,342,412,0,0,0,1,294247,295756,298318,2562
p2,C(Baseline2),42,143,324,0,0,0,0,299471,300974,303598,2624
p2,C(Baseline2),43,234,234,1,1,1,1,304512,306015,310254,4239
p2,C(Baseline2),44,131,343,0,0,0,0,311472,312975,315943,2968
p2,C(Baseline2),45,343,143,0,0,1,1,316631,318134,322022,3888
p2,C(Baseline2),46,241,241,1,1,1,1,322792,324295,330391,6096
p2,C(Baseline2),47,321,421,0,0,1,1,331383,332886,335351,2465
p2,C(Baseline2),48,242,242,1,1,1,1,336088,337591,339622,2031
p2,C(Baseline2),49,232,242,0,1,0,1,340911,342415,346559,4144
p2,C(Baseline2),50,124,324,0,0,1,1,347231,348733,352278,3545
p2,C(Baseline2),51,232,232,1,1,1,1,353656,355160,358903,3743
p2,C(Baseline2),52,142,141,0,1,1,0,359903,361410,363918,2508
p2,C(Baseline2),53,241,241,1,1,1,1,364711,366214,368879,2665
p2,C(Baseline2),54,341,343,0,1,1,0,369847,371352,374167,2815
p2,C(Baseline2),55,314,414,0,0,1,1,374896,376399,380790,4391
p2,C(Baseline2),56,121,121,1,1,1,1,381807,383310,385903,2593
p2,C(Baseline2),57,213,234,0,1,0,0,386655,388158,390095,1937
p2,C(Baseline2),58,212,212,1,1,1,1,390823,392325,395919,3594
p2,C(Baseline2),59,412,412,1,1,1,1,396887,398390,400918,2528
p2,C(Baseline2),60,324,323,0,1,1,0,401591,403095,405487,2392
p2,C(Baseline2),61,123,324,0,0,1,0,438751,440264,443655,3391
p2,C(Baseline2),62,132,142,0,1,0,1,444455,445958,452030,6072
p2,C(Baseline2),63,431,434,0,1,1,0,452999,454503,456127,1624
p2,C(Baseline2),64,143,324,0,0,0,0,456839,458343,460951,2608
p2,C(Baseline2),65,242,242,1,1,1,1,461655,463159,466079,2920
p2,C(Baseline2),66,123,323,0,0,1,1,467127,468632,471655,3023
p2,C(Baseline2),67,314,414,0,0,1,1,472375,473879,475654,1775
p2,C(Baseline2),68,312,412,0,0,1,1,476359,477863,483006,5143
p2,C(Baseline2),69,434,434,1,1,1,1,483671,485176,486839,1663
p2,C(Baseline2),70,421,423,0,1,1,0,487743,489245,491270,2025
p2,C(Baseline2),71,212,232,0,1,0,1,492047,493551,496703,3152
p2,C(Baseline2),72,124,324,0,0,1,1,497855,499358,501479,2121
p2,C(Baseline2),73,312,412,0,0,1,1,502271,503774,505990,2216
p2,C(Baseline2),74,313,414,0,0,1,0,506759,508263,510870,2607
p2,C(Baseline2),75,314,414,0,0,1,1,511639,513143,517431,4288
p2,C(Baseline2),76,321,421,0,0,1,1,518215,519719,521791,2072
p2,C(Baseline2),77,214,214,1,1,1,1,522615,524118,526503,2385
p2,C(Baseline2),78,121,121,1,1,1,1,527455,528958,530774,1816
p2,C(Baseline2),79,421,421,1,1,1,1,531504,533007,534862,1855
p2,C(Baseline2),80,142,242,0,0,1,1,535736,537241,539822,2581
p2,C(Baseline2),81,234,234,1,1,1,1,573967,575474,578118,2644
p2,C(Baseline2),82,313,414,0,0,1,0,578910,580414,582702,2288
p2,C(Baseline2),83,312,412,0,0,1,1,583479,584985,587679,2694
p2,C(Baseline2),84,412,412,1,1,1,1,588399,589902,593087,3185
p2,C(Baseline2),85,424,414,0,1,0,1,593872,595375,598863,3488
p2,C(Baseline2),86,323,434,0,0,0,0,599663,601167,604222,3055
p2,C(Baseline2),87,342,412,0,0,0,1,604936,606439,609806,3367
p2,C(Baseline2),88,321,421,0,0,1,1,610503,612006,613631,1625
p2,C(Baseline2),89,421,423,0,1,1,0,614327,615830,617527,1697
p2,C(Baseline2),90,141,141,1,1,1,1,618239,619743,623854,4111
p2,C(Baseline2),91,423,423,1,1,1,1,624775,626278,627862,1584
p2,C(Baseline2),92,142,321,0,0,0,0,628639,630142,632510,2368
p2,C(Baseline2),93,424,424,1,1,1,1,633415,634918,639654,4736
p2,C(Baseline2),94,424,424,1,1,1,1,640559,642062,644918,2856
p2,C(Baseline2),95,412,432,0,1,0,1,645670,647173,649895,2722
p2,C(Baseline2),96,434,434,1,1,1,1,650759,652262,654710,2448
p2,C(Baseline2),97,134,143,0,1,0,0,655503,657006,660086,3080
p2,C(Baseline2),98,234,234,1,1,1,1,661302,662806,665582,2776
p2,C(Baseline2),99,141,141,1,1,1,1,666431,667934,671415,3481
p2,C(Baseline2),100,243,243,1,1,1,1,672487,673990,675799,1809
p2,C(Baseline2),101,132,142,0,1,0,1,706735,708245,709870,1625
p2,C(Baseline2),102,121,121,1,1,1,1,710703,712206,714407,2201
p2,C(Baseline2),103,431,341,0,0,0,1,715127,716632,718456,1824
p2,C(Baseline2),104,124,124,1,1,1,1,719151,720654,722951,2297
p2,C(Baseline2),105,213,234,0,1,0,0,723648,725151,726814,1663
p2,C(Baseline2),106,134,134,1,1,1,1,727575,729078,730934,1856
p2,C(Baseline2),107,134,143,0,1,0,0,731655,733159,737071,3912
p2,C(Baseline2),108,432,431,0,1,1,0,737959,739463,742783,3320
