id,trial#,realPattern,userAnswer,correct,playstamp,enterstamp
p6,1,s,2143,1,4245540,4258922
p6,2,b,1343,1,4284796,4296387
p6,3,u,1342,1,4298029,4304741
p6,4,p,3123,1,4305962,4313461
p6,5,d,2434,1,4314474,4321425
p6,6,x,1423,1,4322607,4330407
p6,7,p,3123,1,4332884,4337416
p6,8,x,1423,1,4338175,4343664
p6,9,e,2134,1,4345397,4351675
p6,10,s,2143,1,4352567,4356550
p6,11,h,1324,1,4357148,4362703
p6,12,s,2143,1,4363532,4366450
p6,13,d,2434,1,4367077,4370945
p6,14,h,1324,1,4371922,4375379
p6,15,n,3142,1,4376127,4382151
p6,16,b,1343,1,4382702,4387582
p6,17,x,1432,0,4389126,4394502
p6,18,z,1234,1,4402922,4415159
p6,19,d,2434,1,4415862,4420356
p6,20,d,2434,1,4421115,4430157
p6,21,e,2134,1,4431912,4441616
p6,22,e,2134,1,4443071,4449600
p6,23,b,1343,1,4452227,4457961
p6,24,u,1342,1,4501121,4506959
p6,25,z,1234,1,4508192,4515113
p6,26,z,1234,1,4516267,4521971
p6,27,h,1324,1,4523505,4530754
p6,28,h,1324,1,4531786,4539038
p6,29,p,3121,0,4540361,4547642
p6,30,d,2434,1,4624527,4633297
p6,31,b,1343,1,4634489,4639826
p6,32,z,1234,1,4640922,4646608
p6,33,p,3123,1,4647813,4655724
p6,34,x,1423,1,4656858,4665461
p6,35,n,3124,0,4669980,4677528
p6,36,h,1324,1,4706262,4717243
p6,37,e,2134,1,4718466,4730607
p6,38,s,2143,1,4734395,4744425
p6,39,x,1423,1,4746593,4753138
p6,40,h,1324,1,4754252,4763053
p6,41,h,1324,1,4764318,4786466
p6,42,z,1234,1,4787590,4812429
p6,43,b,1343,1,4813863,4819195
p6,44,h,1324,1,4820380,4828017
p6,45,p,3123,1,4829080,4837711
p6,46,n,3142,1,4862030,4871209
p6,47,z,1234,1,4874389,4882624
p6,48,s,2143,1,4886597,4894212
p6,49,n,3124,0,4897651,4906019
p6,50,n,3142,1,4913886,4920139
p6,51,z,1234,1,4921825,4928285
p6,52,x,1423,1,4929558,4935130
p6,53,x,1423,1,4936414,4942379
p6,54,h,1324,1,4943045,4946201
p6,55,u,1342,1,4946736,4950484
p6,56,u,1342,1,4951051,4954309
p6,57,u,1342,1,4954897,4957411
p6,58,e,2134,1,4957975,4961803
p6,59,e,2134,1,4962242,4965230
p6,60,d,2434,1,4965622,4968648
p6,61,s,2143,1,4969012,4971832
p6,62,y,1242,0,4972224,4975500
p6,63,p,3123,1,4984891,4988779
p6,64,x,1423,1,4989288,4992292
p6,65,s,2143,1,4992687,4995051
p6,66,x,1423,1,4995361,4998730
p6,67,s,2143,1,4999155,5001918
p6,68,b,1343,1,5002285,5004570
p6,69,s,2143,1,5004896,5007350
p6,70,p,3123,1,5007647,5011191
p6,71,b,1343,1,5011623,5014239
p6,72,n,3124,0,5014622,5017683
p6,73,y,1424,1,5023631,5028899
p6,74,n,3142,1,5029281,5032026
p6,75,p,3123,1,5032762,5035382
p6,76,y,1424,1,5035845,5038810
p6,77,u,1342,1,5039245,5042228
p6,78,n,3142,1,5042653,5045889
p6,79,s,2143,1,5046145,5048572
p6,80,u,1342,1,5048920,5052280
p6,81,h,1324,1,5052804,5055267
p6,82,n,3142,1,5055698,5059550
p6,83,h,1324,1,5062406,5064777
p6,84,h,1324,1,5065112,5067617
p6,85,n,3142,1,5067932,5071308
p6,86,e,2134,1,5071805,5075415
p6,87,h,1324,1,5075869,5078971
p6,88,b,1343,1,5079375,5082157
p6,89,z,1234,1,5082649,5086196
p6,90,e,2134,1,5086627,5089426
p6,91,u,1342,1,5089876,5092352
p6,92,p,3123,1,5092807,5098313
p6,93,e,2134,1,5098693,5101641
p6,94,s,2143,1,5102087,5104999
p6,95,p,3123,1,5110664,5117874
p6,96,s,2143,1,5118787,5129751
p6,97,b,1343,1,5130694,5137173
p6,98,p,3123,1,5138006,5146476
p6,99,y,1424,1,5147639,5161120
p6,100,x,1423,1,5161869,5169180
p6,101,d,2434,1,5170070,5177275
p6,102,z,1234,1,5179059,5185056
