id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p7,watchNorth,armBody,1,z,h,0,156670,158677,162464
p7,watchNorth,armBody,2,e,e,1,165901,167904,169216
p7,watchNorth,armBody,3,b,b,1,170996,173000,174015
p7,watchNorth,armBody,4,x,y,0,178989,180992,182033
p7,watchNorth,armBody,5,p,n,0,185846,187848,191578
p7,watchNorth,armBody,6,d,s,0,193747,195751,205239
p7,watchNorth,armBody,7,p,n,0,208254,210261,214081
p7,watchNorth,armBody,8,n,n,1,216612,218617,219615
p7,watchNorth,armBody,9,x,x,1,221496,223500,224796
p7,watchNorth,armBody,10,s,s,1,230755,232759,234428
p7,watchNorth,armBody,11,n,n,1,236108,238113,239171
p7,watchNorth,armBody,12,b,b,1,240962,242965,244156
p7,watchNorth,armBody,13,e,e,1,245761,247765,248980
p7,watchNorth,armBody,14,u,b,0,250836,252839,253829
p7,watchNorth,armBody,15,d,z,0,255816,257819,273376
p7,watchNorth,armBody,16,e,e,1,275408,277414,278215
p7,watchNorth,armBody,17,h,y,0,279965,281969,283019
p7,watchNorth,armBody,18,d,d,1,285529,287532,289912
p7,watchNorth,armBody,19,x,x,1,291789,293793,295552
p7,watchNorth,armBody,20,u,d,0,297081,299085,301867
p7,watchNorth,armBody,21,y,y,1,304071,306077,307425
p7,watchNorth,armBody,22,h,s,0,309140,311142,319152
p7,watchNorth,armBody,23,s,s,1,321064,323067,323795
p7,watchNorth,armBody,24,z,z,1,325394,327397,328039
p7,watchNorth,armBody,25,p,b,0,330147,332149,333392
p7,watchNorth,armBody,26,y,y,1,335615,337619,339744
p7,watchNorth,armBody,27,h,y,0,341421,343424,347788
p7,watchNorth,armBody,28,s,s,1,350177,352181,353327
p7,watchNorth,armBody,29,u,e,0,355323,357327,359343
p7,watchNorth,armBody,30,n,h,0,362464,364467,366609
p7,watchNorth,armBody,31,y,y,1,369181,371185,371957
p7,watchNorth,armBody,32,b,b,1,373925,375928,377290
p7,watchNorth,armBody,33,z,z,1,379528,381531,382768
