id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p9,watchNorth,armDown,1,n,z,0,36270,38278,41791
p9,watchNorth,armDown,2,s,u,0,44916,46919,49812
p9,watchNorth,armDown,3,u,e,0,62615,64621,65870
p9,watchNorth,armDown,4,p,u,0,68768,70771,72838
p9,watchNorth,armDown,5,b,y,0,76104,78107,79390
p9,watchNorth,armDown,6,p,p,1,98995,100998,102295
p9,watchNorth,armDown,7,z,z,1,105551,107555,108176
p9,watchNorth,armDown,8,u,b,0,109987,111990,112839
p9,watchNorth,armDown,9,d,h,0,114710,116713,117885
p9,watchNorth,armDown,10,y,n,0,133080,135089,135921
p9,watchNorth,armDown,11,u,p,0,140254,142258,143328
p9,watchNorth,armDown,12,x,z,0,158240,160252,161193
p9,watchNorth,armDown,13,b,u,0,162964,164967,169527
p9,watchNorth,armDown,14,x,x,1,171785,173788,174899
p9,watchNorth,armDown,15,z,x,0,176499,178502,180715
p9,watchNorth,armDown,16,s,s,1,183054,185058,186843
p9,watchNorth,armDown,17,h,x,0,188714,190717,191702
p9,watchNorth,armDown,18,e,e,1,194203,196206,196848
p9,watchNorth,armDown,19,y,n,0,198716,200718,201995
p9,watchNorth,armDown,20,d,d,1,204233,206237,208012
p9,watchNorth,armDown,21,h,b,0,209968,211971,212583
p9,watchNorth,armDown,22,s,y,0,216756,218760,219688
p9,watchNorth,armDown,23,d,h,0,229847,231857,235072
p9,watchNorth,armDown,24,x,n,0,243206,245209,246411
p9,watchNorth,armDown,25,p,n,0,248423,250427,250731
p9,watchNorth,armDown,26,e,u,0,266807,268819,269513
p9,watchNorth,armDown,27,y,y,1,271444,273448,274927
p9,watchNorth,armDown,28,n,n,1,277512,279515,279942
p9,watchNorth,armDown,29,z,b,0,281541,283545,284367
p9,watchNorth,armDown,30,h,p,0,286017,288021,289901
p9,watchNorth,armDown,31,b,x,0,292573,294577,295510
p9,watchNorth,armDown,32,e,e,1,297819,299821,300375
p9,watchNorth,armDown,33,n,x,0,301909,303911,305309
