id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p7,handNorth,armBody,1,y,x,0,195648,197655,216487
p7,handNorth,armBody,2,h,h,1,219068,221074,222862
p7,handNorth,armBody,3,p,p,1,225095,227098,229448
p7,handNorth,armBody,4,x,s,0,231490,233493,248280
p7,handNorth,armBody,5,u,h,0,251098,253104,254584
p7,handNorth,armBody,6,y,z,0,256944,258946,262414
p7,handNorth,armBody,7,z,z,1,266389,268393,272248
p7,handNorth,armBody,8,z,z,1,275121,277123,279307
p7,handNorth,armBody,9,b,b,1,281416,283419,285376
p7,handNorth,armBody,10,x,x,1,287261,289264,290929
p7,handNorth,armBody,11,e,e,1,292821,294825,295476
p7,handNorth,armBody,12,e,e,1,297517,299520,300306
p7,handNorth,armBody,13,h,h,1,302317,304320,307102
p7,handNorth,armBody,14,u,u,1,308857,310860,311805
p7,handNorth,armBody,15,b,b,1,313620,315623,316709
p7,handNorth,armBody,16,b,b,1,318570,320573,321337
p7,handNorth,armBody,17,s,b,0,323706,325710,326548
p7,handNorth,armBody,18,u,u,1,331154,333157,334096
p7,handNorth,armBody,19,d,d,1,336058,338061,344363
p7,handNorth,armBody,20,n,n,1,348546,350552,352102
p7,handNorth,armBody,21,d,d,1,353988,355991,357168
p7,handNorth,armBody,22,x,x,1,359200,361203,362893
p7,handNorth,armBody,23,y,y,1,364436,366439,372958
p7,handNorth,armBody,24,e,e,1,374779,376783,378404
p7,handNorth,armBody,25,n,n,1,380102,382108,383336
p7,handNorth,armBody,26,p,x,0,385173,387176,388608
p7,handNorth,armBody,27,z,z,1,392896,394900,399534
p7,handNorth,armBody,28,s,s,1,401753,403759,405099
p7,handNorth,armBody,29,d,d,1,407155,409159,410028
p7,handNorth,armBody,30,n,n,1,412226,414230,415038
p7,handNorth,armBody,31,h,y,0,416829,418832,419852
p7,handNorth,armBody,32,s,h,0,422051,424055,435466
p7,handNorth,armBody,33,p,y,0,438284,440291,444278
