id,trial#,realPattern,userAnswer,correct,playstamp,enterstamp
p2,1,s,2143,1,891078,902744
p2,2,u,1342,1,924629,933438
p2,3,b,1343,1,935704,964207
p2,4,y,1424,1,969237,981799
p2,5,y,1424,1,990120,994670
p2,6,u,1324,0,995537,1001559
p2,7,s,2134,0,1013618,1022043
p2,8,x,1423,1,1040325,1055160
p2,9,n,3142,1,1056586,1066805
p2,10,h,1324,1,1069104,1077239
p2,11,z,1234,1,1078201,1082688
p2,12,n,3142,1,1084108,1091720
p2,13,e,2134,1,1092554,1102666
p2,14,h,1324,1,1106011,1117654
p2,15,b,1343,1,1118524,1122940
p2,16,h,1324,1,1123641,1126729
p2,17,u,1342,1,1127217,1130798
p2,18,d,2434,1,1131509,1138067
p2,19,y,1424,1,1138798,1147874
p2,20,u,1342,1,1149114,1154809
p2,21,x,1423,1,1155326,1159436
p2,22,n,1324,0,1160178,1164515
p2,23,s,2143,1,1170476,1184677
p2,24,y,1424,1,1185232,1188736
p2,25,n,1324,0,1189362,1193065
p2,26,n,3142,1,1208069,1216801
p2,27,y,1424,1,1218391,1221756
p2,28,d,2434,1,1222880,1228075
p2,29,s,2143,1,1228591,1234392
p2,30,p,3123,1,1234980,1243665
p2,31,y,1424,1,1244312,1247809
p2,32,s,2143,1,1248326,1251803
p2,33,u,1342,1,1252355,1258975
p2,34,e,2134,1,1259489,1264669
p2,35,y,1424,1,1265193,1268445
p2,36,h,1324,1,1269224,1290333
p2,37,b,1343,1,1290791,1293983
p2,38,u,1342,1,1294529,1298241
p2,39,y,1424,1,1298739,1302732
p2,40,x,1423,1,1303372,1306821
p2,41,y,1424,1,1307397,1310729
p2,42,p,1323,0,1311198,1319217
p2,43,s,2143,1,1329850,1338872
p2,44,e,2134,1,1339575,1342006
p2,45,b,1343,1,1342688,1345371
p2,46,d,2434,1,1346140,1350235
p2,47,e,2134,1,1350899,1355005
p2,48,d,2434,1,1355570,1360539
p2,49,e,2134,1,1361069,1364968
p2,50,d,2434,1,1365474,1368936
p2,51,u,1342,1,1369450,1372690
p2,52,x,1423,1,1373117,1383882
p2,53,y,1424,1,1384461,1387711
p2,54,d,2434,1,1388160,1391942
p2,55,x,1423,1,1392407,1395660
p2,56,b,1343,1,1396077,1398968
p2,57,y,1424,1,1399843,1406240
p2,58,p,3123,1,1406646,1410007
p2,59,x,1423,1,1410578,1414517
p2,60,y,1424,1,1414940,1418270
p2,61,h,1324,1,1418755,1422027
p2,62,x,1423,1,1422442,1425547
p2,63,p,3123,1,1425962,1429001
p2,64,x,1423,1,1429491,1432744
p2,65,h,1324,1,1433158,1436090
p2,66,n,3142,1,1436525,1440833
p2,67,u,1342,1,1441744,1446069
