id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p11,watchNorth,armFront,1,n,n,1,125274,127277,130462
p11,watchNorth,armFront,2,u,h,0,167184,169190,170742
p11,watchNorth,armFront,3,u,u,1,173593,175596,176667
p11,watchNorth,armFront,4,p,n,0,179308,181312,187795
p11,watchNorth,armFront,5,e,y,0,190662,192668,196843
p11,watchNorth,armFront,6,s,n,0,199509,201513,213595
p11,watchNorth,armFront,7,d,p,0,216589,218597,226375
p11,watchNorth,armFront,8,n,n,1,229299,231303,235252
p11,watchNorth,armFront,9,p,h,0,238236,240239,243037
p11,watchNorth,armFront,10,s,p,0,245311,247314,252579
p11,watchNorth,armFront,11,z,y,0,258040,260044,263431
p11,watchNorth,armFront,12,s,s,1,265840,267842,270445
p11,watchNorth,armFront,13,z,z,1,272502,274505,276819
p11,watchNorth,armFront,14,y,z,0,279294,281298,282337
p11,watchNorth,armFront,15,d,u,0,284792,286796,290102
p11,watchNorth,armFront,16,p,p,1,297603,299606,303093
p11,watchNorth,armFront,17,h,h,1,306389,308392,309941
p11,watchNorth,armFront,18,y,y,1,313243,315245,317142
p11,watchNorth,armFront,19,h,n,0,319788,321791,325319
p11,watchNorth,armFront,20,b,h,0,331018,333021,333894
p11,watchNorth,armFront,21,b,b,1,337860,339873,342318
p11,watchNorth,armFront,22,h,y,0,346228,348232,352394
p11,watchNorth,armFront,23,u,u,1,354971,356974,362288
p11,watchNorth,armFront,24,x,y,0,364458,366461,370198
p11,watchNorth,armFront,25,x,y,0,373329,375336,377641
p11,watchNorth,armFront,26,y,d,0,380016,382019,384262
p11,watchNorth,armFront,27,e,n,0,385871,387874,392335
p11,watchNorth,armFront,28,b,h,0,395247,397250,398281
p11,watchNorth,armFront,29,z,p,0,401320,403324,407314
p11,watchNorth,armFront,30,d,p,0,411174,413177,418382
p11,watchNorth,armFront,31,n,n,1,442444,444451,446151
p11,watchNorth,armFront,32,e,b,0,448480,450484,456655
p11,watchNorth,armFront,33,x,y,0,460666,462674,464636
