id,trial#,realPattern,userAnswer,correct,playstamp,enterstamp
p1,1,x,1423,1,1294326,1303959
p1,2,b,1343,1,1323729,1327008
p1,3,u,1342,1,1327852,1331595
p1,4,h,1343,0,1332326,1337930
p1,5,d,2434,1,1345791,1350193
p1,6,u,1342,1,1350964,1355894
p1,7,y,1424,1,1356816,1362676
p1,8,n,3142,1,1371826,1379163
p1,9,x,1423,1,1379719,1383199
p1,10,h,1324,1,1383623,1388782
p1,11,p,3121,0,1389404,1393510
p1,12,h,1324,1,1403888,1409831
p1,13,b,1343,1,1410879,1414391
p1,14,y,1424,1,1415013,1418242
p1,15,b,1343,1,1418718,1422367
p1,16,u,1342,1,1423346,1426178
p1,17,e,2134,1,1426590,1429648
p1,18,h,1324,1,1430117,1433698
p1,19,d,2434,1,1434133,1437384
p1,20,h,1324,1,1437882,1441222
p1,21,d,2434,1,1441683,1445888
p1,22,d,2434,1,1446388,1451963
p1,23,h,1324,1,1452424,1455912
p1,24,n,3142,1,1456309,1460171
p1,25,p,3123,1,1461162,1465617
p1,26,d,2434,1,1466120,1469269
p1,27,e,2134,1,1469684,1472784
p1,28,d,2434,1,1473248,1476417
p1,29,s,2143,1,1476830,1480346
p1,30,z,1234,1,1482432,1497434
p1,31,z,1234,1,1498250,1501356
p1,32,y,1424,1,1501766,1505132
p1,33,b,1343,1,1505563,1508416
p1,34,d,2434,1,1508943,1512986
p1,35,x,1423,1,1513357,1517892
p1,36,b,1343,1,1518301,1521002
p1,37,u,1342,1,1521420,1525723
p1,38,e,2134,1,1526083,1530869
p1,39,b,1343,1,1531272,1534274
p1,40,p,3123,1,1534856,1538845
p1,41,y,1424,1,1539317,1543132
p1,42,x,1423,1,1544101,1547599
p1,43,p,3123,1,1548129,1552026
p1,44,y,1424,1,1552436,1557044
p1,45,e,2134,1,1557665,1560921
p1,46,n,3124,0,1561296,1564172
p1,47,s,2143,1,1566628,1569620
p1,48,b,1343,1,1570548,1573786
p1,49,h,1324,1,1574310,1579412
p1,50,p,3123,1,1580042,1583285
p1,51,z,1234,1,1584059,1587284
p1,52,b,1343,1,1587748,1590989
p1,53,y,1424,1,1591539,1595118
p1,54,d,2434,1,1595514,1598810
p1,55,x,1423,1,1599347,1602984
p1,56,h,1324,1,1603466,1606573
p1,57,e,2134,1,1607051,1610271
p1,58,z,1234,1,1610681,1614164
p1,59,h,1324,1,1614672,1618387
p1,60,y,1424,1,1618943,1622782
p1,61,u,1342,1,1623335,1626791
p1,62,p,3123,1,1627285,1631405
p1,63,b,1343,1,1631840,1634772
p1,64,s,2143,1,1635232,1638682
p1,65,e,2134,1,1639136,1642428
p1,66,u,1342,1,1642876,1646264
p1,67,p,3123,1,1646573,1650907
p1,68,n,3124,0,1651735,1654904
p1,69,n,3142,1,1655251,1660341
