id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p1,watchNorth,armBody,1,n,n,1,170059,172062,172538
p1,watchNorth,armBody,2,d,p,0,174314,176317,178425
p1,watchNorth,armBody,3,e,e,1,188679,190682,195087
p1,watchNorth,armBody,4,n,d,0,196928,198930,202549
p1,watchNorth,armBody,5,u,p,0,207612,209615,212040
p1,watchNorth,armBody,6,u,u,1,221536,223538,230308
p1,watchNorth,armBody,7,u,u,1,232558,234562,235746
p1,watchNorth,armBody,8,h,h,1,241162,243167,246059
p1,watchNorth,armBody,9,x,x,1,247552,249555,250490
p1,watchNorth,armBody,10,d,d,1,252321,254324,255550
p1,watchNorth,armBody,11,p,p,1,257261,259264,260807
p1,watchNorth,armBody,12,s,s,1,262884,264888,266447
p1,watchNorth,armBody,13,b,b,1,268218,270224,271210
p1,watchNorth,armBody,14,e,e,1,272938,274941,276764
p1,watchNorth,armBody,15,s,s,1,278292,280295,281432
p1,watchNorth,armBody,16,p,x,0,283217,285220,289478
p1,watchNorth,armBody,17,h,h,1,291555,293559,294916
p1,watchNorth,armBody,18,y,x,0,296748,298751,309534
p1,watchNorth,armBody,19,x,x,1,313655,315658,316765
p1,watchNorth,armBody,20,d,d,1,318455,320458,322122
p1,watchNorth,armBody,21,z,z,1,325982,327987,328899
p1,watchNorth,armBody,22,x,x,1,330881,332885,333985
p1,watchNorth,armBody,23,y,x,0,335529,337533,342243
p1,watchNorth,armBody,24,e,e,1,343842,345848,348240
p1,watchNorth,armBody,25,z,z,1,349854,351857,352751
p1,watchNorth,armBody,26,p,p,1,354587,356590,357651
p1,watchNorth,armBody,27,z,z,1,359426,361429,362264
p1,watchNorth,armBody,28,s,s,1,364119,366122,367633
p1,watchNorth,armBody,29,b,h,0,369290,371293,374947
p1,watchNorth,armBody,30,b,b,1,379089,381098,382737
p1,watchNorth,armBody,31,n,s,0,388506,390510,395985
p1,watchNorth,armBody,32,h,h,1,401320,403323,404887
p1,watchNorth,armBody,33,y,y,1,406617,408619,409751
