id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p2,watchNorth,armFront,1,d,d,1,86745,88751,91721
p2,watchNorth,armFront,2,n,n,1,98397,100400,102406
p2,watchNorth,armFront,3,y,p,0,103924,105927,108715
p2,watchNorth,armFront,4,u,s,0,113184,115188,125845
p2,watchNorth,armFront,5,b,b,1,142651,144653,146837
p2,watchNorth,armFront,6,x,x,1,148507,150509,152930
p2,watchNorth,armFront,7,y,y,1,154499,156502,158413
p2,watchNorth,armFront,8,h,y,0,160098,162102,167371
p2,watchNorth,armFront,9,z,z,1,173397,175400,176057
p2,watchNorth,armFront,10,x,p,0,178145,180149,184239
p2,watchNorth,armFront,11,s,s,1,185935,187937,195579
p2,watchNorth,armFront,12,u,d,0,197173,199176,203580
p2,watchNorth,armFront,13,p,s,0,209182,211190,224718
p2,watchNorth,armFront,14,h,x,0,238714,240718,248938
p2,watchNorth,armFront,15,b,b,1,253902,255909,258958
p2,watchNorth,armFront,16,d,d,1,260880,262886,265026
p2,watchNorth,armFront,17,n,n,1,266725,268728,272398
p2,watchNorth,armFront,18,z,n,0,274471,276475,286033
p2,watchNorth,armFront,19,x,x,1,290704,292707,294603
p2,watchNorth,armFront,20,p,b,0,297054,299058,301094
p2,watchNorth,armFront,21,b,b,1,303584,305587,308410
p2,watchNorth,armFront,22,u,y,0,310031,312035,323280
p2,watchNorth,armFront,23,e,e,1,325120,327128,328103
p2,watchNorth,armFront,24,h,d,0,330337,332339,335128
p2,watchNorth,armFront,25,e,e,1,338862,340866,341683
p2,watchNorth,armFront,26,y,d,0,344053,346056,347953
p2,watchNorth,armFront,27,p,e,0,351581,353583,361261
p2,watchNorth,armFront,28,n,n,1,376687,378689,425341
p2,watchNorth,armFront,29,d,d,1,429609,431624,434459
p2,watchNorth,armFront,30,s,s,1,437961,439965,443352
p2,watchNorth,armFront,31,e,e,1,445263,447265,448166
p2,watchNorth,armFront,32,z,y,0,451084,453087,461086
p2,watchNorth,armFront,33,s,s,1,464170,466173,467818
