id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p3,handNorth,armBody,1,u,u,1,8480,10492,11608
p3,handNorth,armBody,2,z,z,1,13343,15346,17605
p3,handNorth,armBody,3,p,p,1,19451,21455,22479
p3,handNorth,armBody,4,x,n,0,24153,26156,30727
p3,handNorth,armBody,5,h,h,1,32559,34563,36921
p3,handNorth,armBody,6,s,z,0,38736,40739,43642
p3,handNorth,armBody,7,y,b,0,46088,48091,50395
p3,handNorth,armBody,8,b,b,1,52850,54853,55843
p3,handNorth,armBody,9,n,p,0,57689,59692,64327
p3,handNorth,armBody,10,h,h,1,66324,68333,69741
p3,handNorth,armBody,11,y,b,0,71647,73650,76336
p3,handNorth,armBody,12,b,b,1,80524,82529,83980
p3,handNorth,armBody,13,b,y,0,85821,87824,94650
p3,handNorth,armBody,14,p,h,0,97534,99543,103004
p3,handNorth,armBody,15,b,h,0,105525,107528,109666
p3,handNorth,armBody,16,u,u,1,111833,113836,115597
p3,handNorth,armBody,17,z,z,1,117524,119527,123850
p3,handNorth,armBody,18,h,h,1,126285,128288,129414
p3,handNorth,armBody,19,z,h,0,131204,133207,138533
p3,handNorth,armBody,20,n,x,0,141648,143652,147172
p3,handNorth,armBody,21,h,y,0,167912,169923,173951
p3,handNorth,armBody,22,e,x,0,175753,177756,182612
p3,handNorth,armBody,23,x,d,0,184258,186269,188861
p3,handNorth,armBody,24,u,u,1,190696,192702,193851
p3,handNorth,armBody,25,d,d,1,195702,197704,199712
p3,handNorth,armBody,26,x,y,0,201487,203490,206429
p3,handNorth,armBody,27,u,p,0,208391,210394,212134
p3,handNorth,armBody,28,s,s,1,213975,215978,217854
p3,handNorth,armBody,29,x,u,0,220289,222291,228901
p3,handNorth,armBody,30,x,e,0,230693,232696,244088
p3,handNorth,armBody,31,d,x,0,245904,247909,250649
p3,handNorth,armBody,32,h,n,0,252848,254861,257844
p3,handNorth,armBody,33,p,p,1,259871,261875,263192
p3,handNorth,armBody,34,n,n,1,264891,266896,273973
p3,handNorth,armBody,35,y,x,0,276080,278083,281334
p3,handNorth,armBody,36,d,z,0,283633,285638,288872
p3,handNorth,armBody,37,s,d,0,291166,293169,295614
p3,handNorth,armBody,38,b,z,0,297818,299821,303585
p3,handNorth,armBody,39,n,p,0,305467,307469,308545
p3,handNorth,armBody,40,d,z,0,310350,312353,315565
p3,handNorth,armBody,41,e,e,1,338745,340750,341819
p3,handNorth,armBody,42,e,z,0,343752,345755,349910
p3,handNorth,armBody,43,z,s,0,352421,354425,357669
p3,handNorth,armBody,44,d,b,0,359274,361277,368530
p3,handNorth,armBody,45,s,b,0,370901,372908,374936
p3,handNorth,armBody,46,n,n,1,377924,379927,381708
p3,handNorth,armBody,47,p,p,1,383962,385965,387217
p3,handNorth,armBody,48,s,s,1,389098,391101,400238
p3,handNorth,armBody,49,y,u,0,402074,404076,410203
p3,handNorth,armBody,50,e,x,0,412432,414435,421905
p3,handNorth,armBody,51,z,y,0,423756,425759,427415
p3,handNorth,armBody,52,p,n,0,429486,431489,435078
p3,handNorth,armBody,53,y,z,0,436883,438886,444705
p3,handNorth,armBody,54,e,h,0,446586,448588,454428
p3,handNorth,armBody,55,u,u,1,456803,458808,465269
