id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p10,handNorth,armFront,1,n,b,0,101387,103396,105862
p10,handNorth,armFront,2,z,z,1,107541,109545,111436
p10,handNorth,armFront,3,y,y,1,113191,115196,116034
p10,handNorth,armFront,4,z,s,0,117860,119863,120993
p10,handNorth,armFront,5,d,d,1,122492,124495,126144
p10,handNorth,armFront,6,s,s,1,127965,129968,131461
p10,handNorth,armFront,7,x,x,1,133267,135270,137561
p10,handNorth,armFront,8,b,p,0,139389,141393,146285
p10,handNorth,armFront,9,h,e,0,148161,150164,152348
p10,handNorth,armFront,10,n,h,0,153861,155871,157333
p10,handNorth,armFront,11,h,h,1,159289,161292,163304
p10,handNorth,armFront,12,e,e,1,165105,167108,167690
p10,handNorth,armFront,13,n,n,1,169542,171545,172338
p10,handNorth,armFront,14,z,p,0,174168,176172,177207
p10,handNorth,armFront,15,p,p,1,179325,181329,182258
p10,handNorth,armFront,16,p,p,1,184094,186096,186749
p10,handNorth,armFront,17,b,p,0,188575,190579,191386
p10,handNorth,armFront,18,y,x,0,193187,195190,195954
p10,handNorth,armFront,19,b,u,0,197684,199686,200490
p10,handNorth,armFront,20,s,p,0,202301,204304,207580
p10,handNorth,armFront,21,y,y,1,209627,211634,212192
p10,handNorth,armFront,22,x,x,1,214199,216202,216615
p10,handNorth,armFront,23,s,s,1,218445,220448,222197
p10,handNorth,armFront,24,e,x,0,223954,225957,229151
p10,handNorth,armFront,25,u,b,0,231018,233021,235289
p10,handNorth,armFront,26,h,h,1,236995,238998,243154
p10,handNorth,armFront,27,u,u,1,244870,246873,247661
p10,handNorth,armFront,28,u,u,1,249471,251474,251966
p10,handNorth,armFront,29,d,d,1,253782,255785,261634
p10,handNorth,armFront,30,d,d,1,263243,265246,267415
p10,handNorth,armFront,31,x,y,0,269250,271254,272616
p10,handNorth,armFront,32,p,p,1,274401,276404,278366
p10,handNorth,armFront,33,e,n,0,280213,282216,288508
