id,orientation,armpose,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p12,handNorth,armBody,1,p,h,0,1339,3342,5333
p12,handNorth,armBody,2,z,x,0,6987,8990,11391
p12,handNorth,armBody,3,n,n,1,13392,15395,17030
p12,handNorth,armBody,4,x,n,0,18860,20863,25177
p12,handNorth,armBody,5,b,p,0,27033,29036,31925
p12,handNorth,armBody,6,z,d,0,35011,37013,43853
p12,handNorth,armBody,7,s,x,0,46021,48023,54160
p12,handNorth,armBody,8,u,e,0,55654,57657,60439
p12,handNorth,armBody,9,y,s,0,62356,64359,73813
p12,handNorth,armBody,10,z,d,0,77205,79208,80676
p12,handNorth,armBody,11,d,n,0,82593,84597,89468
p12,handNorth,armBody,12,y,d,0,91535,93537,96396
p12,handNorth,armBody,13,e,n,0,97985,99991,101734
p12,handNorth,armBody,14,u,h,0,103695,105699,106598
p12,handNorth,armBody,15,s,d,0,108217,110219,116210
p12,handNorth,armBody,16,d,z,0,120650,122657,129906
p12,handNorth,armBody,17,y,z,0,131517,133520,134408
p12,handNorth,armBody,18,s,d,0,135992,137994,145616
p12,handNorth,armBody,19,p,d,0,147286,149288,151996
p12,handNorth,armBody,20,u,e,0,154129,156134,157097
p12,handNorth,armBody,21,n,n,1,179467,181473,188941
p12,handNorth,armBody,22,p,n,0,190524,192527,197556
p12,handNorth,armBody,23,z,n,0,199040,201046,202737
p12,handNorth,armBody,24,h,n,0,204298,206301,206911
p12,handNorth,armBody,25,x,n,0,208666,210669,211373
p12,handNorth,armBody,26,b,n,0,212982,214985,215965
p12,handNorth,armBody,27,e,d,0,217741,219743,223347
p12,handNorth,armBody,28,s,h,0,224935,226940,228599
p12,handNorth,armBody,29,x,d,0,230132,232135,232632
p12,handNorth,armBody,30,h,u,0,234286,236289,236741
p12,handNorth,armBody,31,d,h,0,238506,240508,240729
p12,handNorth,armBody,32,y,h,0,242228,244230,244480
p12,handNorth,armBody,33,h,u,0,246034,248036,248266
p12,handNorth,armBody,34,x,u,0,249906,251909,252713
p12,handNorth,armBody,35,b,u,0,254226,256229,257678
p12,handNorth,armBody,36,u,u,1,259242,261244,261660
p12,handNorth,armBody,37,x,u,0,263153,265156,265588
p12,handNorth,armBody,38,h,d,0,267339,269342,270135
p12,handNorth,armBody,39,e,d,0,271991,273994,276172
p12,handNorth,armBody,40,d,d,1,278199,280202,280976
p12,handNorth,armBody,41,p,u,0,304071,306076,306490
p12,handNorth,armBody,42,s,s,1,308130,310133,312054
p12,handNorth,armBody,43,u,s,0,313649,315652,318313
p12,handNorth,armBody,44,e,s,0,319866,321870,322271
p12,handNorth,armBody,45,n,s,0,323880,325883,326249
p12,handNorth,armBody,46,b,u,0,327833,329836,330312
p12,handNorth,armBody,47,z,z,1,331810,333813,334521
p12,handNorth,armBody,48,e,e,1,336125,338129,340131
p12,handNorth,armBody,49,d,d,1,341695,343697,346949
p12,handNorth,armBody,50,n,n,1,348522,350525,355569
p12,handNorth,armBody,51,p,n,0,357389,359395,360469
p12,handNorth,armBody,52,b,n,0,362258,364261,364673
p12,handNorth,armBody,53,y,n,0,366186,368189,369461
p12,handNorth,armBody,54,h,y,0,371020,373023,377694
p12,handNorth,armBody,55,n,n,1,379782,381784,382624
