id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p5,C(Baseline2),1,24,24,1,1,1,3228,4231,9367,5136
p5,C(Baseline2),2,23,24,0,1,0,10247,11248,12987,1739
p5,C(Baseline2),3,42,41,0,1,0,13854,14855,18226,3371
p5,C(Baseline2),4,43,43,1,1,1,19157,20159,22240,2081
p5,C(Baseline2),5,13,24,0,0,0,23135,24137,25967,1830
p5,C(Baseline2),6,43,43,1,1,1,26894,27895,29861,1966
p5,C(Baseline2),7,24,24,1,1,1,30808,31810,33360,1550
p5,C(Baseline2),8,32,42,0,0,1,34278,35280,36766,1486
p5,C(Baseline2),9,14,24,0,0,1,37711,38713,40302,1589
p5,C(Baseline2),10,42,42,1,1,1,41224,42225,44739,2514
p5,C(Baseline2),11,13,24,0,0,0,45713,46715,48727,2012
p5,C(Baseline2),12,24,24,1,1,1,49621,50624,52362,1738
p5,C(Baseline2),13,21,21,1,1,1,53292,54295,56436,2141
p5,C(Baseline2),14,32,42,0,0,1,57425,58427,59979,1552
p5,C(Baseline2),15,31,42,0,0,0,60858,61860,63502,1642
p5,C(Baseline2),16,21,21,1,1,1,64385,65387,66754,1367
p5,C(Baseline2),17,13,24,0,0,0,67664,68666,70661,1995
p5,C(Baseline2),18,21,21,1,1,1,71674,72675,75057,2382
p5,C(Baseline2),19,41,41,1,1,1,75938,76940,78650,1710
p5,C(Baseline2),20,12,21,0,0,0,79564,80566,82552,1986
p5,C(Baseline2),21,34,34,1,1,1,115118,116127,117879,1752
p5,C(Baseline2),22,31,41,0,0,1,118898,119899,121709,1810
p5,C(Baseline2),23,41,41,1,1,1,122637,123639,125388,1749
p5,C(Baseline2),24,32,42,0,0,1,126284,127286,129415,2129
p5,C(Baseline2),25,23,24,0,1,0,130385,131387,133921,2534
p5,C(Baseline2),26,31,31,1,1,1,134899,135901,137646,1745
p5,C(Baseline2),27,12,12,1,1,1,138505,139507,141662,2155
p5,C(Baseline2),28,13,24,0,0,0,142617,143619,145764,2145
p5,C(Baseline2),29,34,42,0,0,0,146733,147736,149969,2233
p5,C(Baseline2),30,34,42,0,0,0,150902,151904,153818,1914
p5,C(Baseline2),31,14,14,1,1,1,154826,155828,158088,2260
p5,C(Baseline2),32,23,23,1,1,1,159042,160045,162372,2327
p5,C(Baseline2),33,31,42,0,0,0,163211,164213,165989,1776
p5,C(Baseline2),34,24,24,1,1,1,166820,167822,169785,1963
p5,C(Baseline2),35,14,24,0,0,1,170754,171755,173669,1914
p5,C(Baseline2),36,42,42,1,1,1,174648,175650,177353,1703
p5,C(Baseline2),37,12,42,0,0,1,178336,179338,181870,2532
p5,C(Baseline2),38,23,24,0,1,0,182780,183782,185825,2043
p5,C(Baseline2),39,13,24,0,0,0,186732,187735,189598,1863
p5,C(Baseline2),40,31,42,0,0,0,190535,191537,193571,2034
p5,C(Baseline2),41,12,12,1,1,1,224781,225786,227624,1838
p5,C(Baseline2),42,21,21,1,1,1,228768,229771,232696,2925
p5,C(Baseline2),43,21,21,1,1,1,233678,234680,236570,1890
p5,C(Baseline2),44,41,41,1,1,1,237523,238525,240353,1828
p5,C(Baseline2),45,43,43,1,1,1,241285,242287,244027,1740
p5,C(Baseline2),46,42,41,0,1,0,245015,246017,247784,1767
p5,C(Baseline2),47,43,43,1,1,1,248704,249707,251469,1762
p5,C(Baseline2),48,34,42,0,0,0,252418,253420,255081,1661
p5,C(Baseline2),49,42,41,0,1,0,256048,257051,258868,1817
p5,C(Baseline2),50,32,21,0,0,0,259840,260842,262680,1838
p5,C(Baseline2),51,24,24,1,1,1,263614,264616,267513,2897
p5,C(Baseline2),52,43,43,1,1,1,268392,269395,271743,2348
p5,C(Baseline2),53,34,42,0,0,0,272716,273717,276384,2667
p5,C(Baseline2),54,41,41,1,1,1,277351,278353,281073,2720
p5,C(Baseline2),55,23,24,0,1,0,282032,283033,285420,2387
p5,C(Baseline2),56,14,24,0,0,1,286491,287493,289427,1934
p5,C(Baseline2),57,41,42,0,1,0,290351,291353,293110,1757
p5,C(Baseline2),58,14,24,0,0,1,294096,295097,296830,1733
p5,C(Baseline2),59,32,42,0,0,1,297781,298783,300951,2168
p5,C(Baseline2),60,12,12,1,1,1,301938,302940,304728,1788
