id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p7,B(Approach),1,13,24,0,0,0,2672,3674,4634,960
p7,B(Approach),2,14,14,1,1,1,5427,6429,8493,2064
p7,B(Approach),3,13,14,0,1,0,9261,10269,13065,2796
p7,B(Approach),4,12,42,0,0,1,13770,14775,15969,1194
p7,B(Approach),5,24,24,1,1,1,16644,17646,22472,4826
p7,B(Approach),6,41,43,0,1,0,23224,24226,25485,1259
p7,B(Approach),7,24,24,1,1,1,26223,27225,28215,990
p7,B(Approach),8,34,32,0,1,0,29005,30007,33954,3947
p7,B(Approach),9,13,14,0,1,0,34710,35712,38590,2878
p7,B(Approach),10,32,32,1,1,1,39313,40315,41739,1424
p7,B(Approach),11,21,23,0,1,0,42455,43456,44648,1192
p7,B(Approach),12,42,42,1,1,1,45380,46381,47516,1135
p7,B(Approach),13,14,14,1,1,1,48250,49253,51280,2027
p7,B(Approach),14,14,32,0,0,0,52027,53029,57175,4146
p7,B(Approach),15,21,21,1,1,1,57894,58897,60661,1764
p7,B(Approach),16,23,23,1,1,1,61371,62373,63580,1207
p7,B(Approach),17,34,42,0,0,0,64289,65291,66232,941
p7,B(Approach),18,13,14,0,1,0,66974,67976,69557,1581
p7,B(Approach),19,12,32,0,0,1,70253,71254,73390,2136
p7,B(Approach),20,12,32,0,0,1,74216,75217,76803,1586
p7,B(Approach),21,24,24,1,1,1,108080,109084,110960,1876
p7,B(Approach),22,32,42,0,0,1,111652,112654,115775,3121
p7,B(Approach),23,41,41,1,1,1,116498,117500,119346,1846
p7,B(Approach),24,24,14,0,0,1,120058,121063,122359,1296
p7,B(Approach),25,32,41,0,0,0,123579,124582,126238,1656
p7,B(Approach),26,42,42,1,1,1,126943,127944,129059,1115
p7,B(Approach),27,34,32,0,1,0,129868,130870,132739,1869
p7,B(Approach),28,43,43,1,1,1,133474,134477,136069,1592
p7,B(Approach),29,43,23,0,0,1,136885,137887,140269,2382
p7,B(Approach),30,31,42,0,0,0,141031,142033,143964,1931
p7,B(Approach),31,42,42,1,1,1,144716,145718,148117,2399
p7,B(Approach),32,34,32,0,1,0,148922,149925,151387,1462
p7,B(Approach),33,12,12,1,1,1,152123,153125,154908,1783
p7,B(Approach),34,43,23,0,0,1,155717,156719,158674,1955
p7,B(Approach),35,23,23,1,1,1,159472,160473,162271,1798
p7,B(Approach),36,24,24,1,1,1,162986,163988,165370,1382
p7,B(Approach),37,31,31,1,1,1,166127,167129,168295,1166
p7,B(Approach),38,41,21,0,0,1,169132,170134,172049,1915
p7,B(Approach),39,23,24,0,1,0,172874,173876,175078,1202
p7,B(Approach),40,14,12,0,1,0,175866,176868,178677,1809
p7,B(Approach),41,21,23,0,1,0,211132,212138,215278,3140
p7,B(Approach),42,41,42,0,1,0,216075,217081,219130,2049
p7,B(Approach),43,23,24,0,1,0,219901,220903,221791,888
p7,B(Approach),44,31,42,0,0,0,222490,223492,225041,1549
p7,B(Approach),45,32,32,1,1,1,226869,227871,230967,3096
p7,B(Approach),46,42,21,0,0,0,231710,232712,234210,1498
p7,B(Approach),47,42,41,0,1,0,235002,236005,237100,1095
p7,B(Approach),48,43,43,1,1,1,237851,238853,239827,974
p7,B(Approach),49,12,42,0,0,1,240625,241627,242758,1131
p7,B(Approach),50,21,14,0,0,0,243517,244518,248767,4249
p7,B(Approach),51,32,42,0,0,1,249542,250544,258062,7518
p7,B(Approach),52,14,12,0,1,0,258869,259871,262657,2786
p7,B(Approach),53,41,21,0,0,1,263695,264697,267447,2750
p7,B(Approach),54,21,21,1,1,1,268177,269179,271917,2738
p7,B(Approach),55,31,41,0,0,1,272901,273903,275676,1773
p7,B(Approach),56,43,41,0,1,0,276398,277400,280803,3403
p7,B(Approach),57,31,41,0,0,1,281571,282573,284381,1808
p7,B(Approach),58,34,42,0,0,0,285095,286098,287618,1520
p7,B(Approach),59,13,14,0,1,0,288597,289599,297739,8140
p7,B(Approach),60,23,24,0,1,0,298737,299738,303004,3266
