id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p4,C(Baseline2),1,14,14,1,1,1,20847,21857,23412,1555
p4,C(Baseline2),2,43,23,0,0,1,24591,25598,26937,1339
p4,C(Baseline2),3,43,43,1,1,1,29113,30115,32410,2295
p4,C(Baseline2),4,42,42,1,1,1,33637,34639,36993,2354
p4,C(Baseline2),5,42,42,1,1,1,38247,39249,41124,1875
p4,C(Baseline2),6,21,23,0,1,0,41860,42863,44365,1502
p4,C(Baseline2),7,43,43,1,1,1,45418,46419,47781,1362
p4,C(Baseline2),8,42,42,1,1,1,48553,49555,50838,1283
p4,C(Baseline2),9,13,13,1,1,1,51509,52511,53866,1355
p4,C(Baseline2),10,12,32,0,0,1,54547,55549,57279,1730
p4,C(Baseline2),11,24,24,1,1,1,57991,58992,60298,1306
p4,C(Baseline2),12,21,23,0,1,0,60965,61967,63372,1405
p4,C(Baseline2),13,21,23,0,1,0,64074,65076,67003,1927
p4,C(Baseline2),14,13,13,1,1,1,67707,68708,69740,1032
p4,C(Baseline2),15,34,43,0,0,0,70390,71393,74861,3468
p4,C(Baseline2),16,12,32,0,0,1,75651,76653,78831,2178
p4,C(Baseline2),17,14,34,0,0,1,79488,80490,81846,1356
p4,C(Baseline2),18,43,43,1,1,1,82533,83535,84773,1238
p4,C(Baseline2),19,41,43,0,1,0,85473,86475,88460,1985
p4,C(Baseline2),20,34,34,1,1,1,89141,90143,91573,1430
p4,C(Baseline2),21,42,42,1,1,1,123383,124389,126534,2145
p4,C(Baseline2),22,31,31,1,1,1,127194,128196,129553,1357
p4,C(Baseline2),23,21,23,0,1,0,130216,131224,132966,1742
p4,C(Baseline2),24,34,43,0,0,0,133639,134641,137647,3006
p4,C(Baseline2),25,12,32,0,0,1,138328,139329,140983,1654
p4,C(Baseline2),26,31,43,0,0,0,141693,142695,145636,2941
p4,C(Baseline2),27,23,23,1,1,1,146284,147286,148875,1589
p4,C(Baseline2),28,14,14,1,1,1,149539,150542,152174,1632
p4,C(Baseline2),29,13,13,1,1,1,152878,153880,155151,1271
p4,C(Baseline2),30,32,32,1,1,1,155846,156847,158854,2007
p4,C(Baseline2),31,13,13,1,1,1,159507,160509,161545,1036
p4,C(Baseline2),32,34,34,1,1,1,162226,163228,164795,1567
p4,C(Baseline2),33,42,42,1,1,1,165548,166550,168838,2288
p4,C(Baseline2),34,12,32,0,0,1,169487,170489,172149,1660
p4,C(Baseline2),35,14,12,0,1,0,172860,173863,179272,5409
p4,C(Baseline2),36,12,12,1,1,1,179912,180920,182736,1816
p4,C(Baseline2),37,32,32,1,1,1,183380,184382,186809,2427
p4,C(Baseline2),38,24,24,1,1,1,187459,188461,190095,1634
p4,C(Baseline2),39,32,31,0,1,0,190774,191777,195033,3256
p4,C(Baseline2),40,24,24,1,1,1,195679,196681,197889,1208
p4,C(Baseline2),41,21,23,0,1,0,228741,229746,230993,1247
p4,C(Baseline2),42,32,42,0,0,1,231665,232671,233757,1086
p4,C(Baseline2),43,14,12,0,1,0,234812,235814,237838,2024
p4,C(Baseline2),44,31,31,1,1,1,238563,239566,241868,2302
p4,C(Baseline2),45,24,24,1,1,1,242563,243565,245255,1690
p4,C(Baseline2),46,41,41,1,1,1,245907,246909,248650,1741
p4,C(Baseline2),47,23,23,1,1,1,249281,250283,252975,2692
p4,C(Baseline2),48,41,41,1,1,1,253665,254667,256574,1907
p4,C(Baseline2),49,24,24,1,1,1,257215,258217,260306,2089
p4,C(Baseline2),50,23,23,1,1,1,260971,261973,263482,1509
p4,C(Baseline2),51,43,43,1,1,1,264120,265122,267805,2683
p4,C(Baseline2),52,34,42,0,0,0,268472,269474,276591,7117
p4,C(Baseline2),53,31,41,0,0,1,277282,278284,280470,2186
p4,C(Baseline2),54,41,41,1,1,1,281130,282133,285459,3326
p4,C(Baseline2),55,13,13,1,1,1,286135,287142,288553,1411
p4,C(Baseline2),56,23,23,1,1,1,289240,290242,291684,1442
p4,C(Baseline2),57,41,43,0,1,0,292368,293370,294730,1360
p4,C(Baseline2),58,23,23,1,1,1,295405,296407,297750,1343
p4,C(Baseline2),59,32,32,1,1,1,298408,299412,301362,1950
p4,C(Baseline2),60,31,31,1,1,1,302045,303047,306179,3132
