id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p11,B(Approach),1,14,14,1,1,1,3120,4126,6103,1977
p11,B(Approach),2,12,31,0,0,0,7131,8136,9913,1777
p11,B(Approach),3,41,43,0,1,0,10868,11870,13826,1956
p11,B(Approach),4,32,41,0,0,0,14801,15803,17965,2162
p11,B(Approach),5,21,13,0,0,0,18885,19887,21478,1591
p11,B(Approach),6,43,43,1,1,1,22395,23396,24975,1579
p11,B(Approach),7,21,13,0,0,0,25727,26729,29152,2423
p11,B(Approach),8,31,31,1,1,1,29910,30912,32840,1928
p11,B(Approach),9,23,13,0,0,1,33700,34702,36191,1489
p11,B(Approach),10,14,34,0,0,1,37348,38350,40046,1696
p11,B(Approach),11,31,43,0,0,0,40771,41773,44389,2616
p11,B(Approach),12,23,13,0,0,1,45140,46142,47931,1789
p11,B(Approach),13,23,13,0,0,1,48785,49788,51583,1795
p11,B(Approach),14,32,31,0,1,0,52650,53652,55097,1445
p11,B(Approach),15,24,13,0,0,0,56039,57040,58832,1792
p11,B(Approach),16,34,34,1,1,1,59779,60781,63314,2533
p11,B(Approach),17,12,12,1,1,1,64627,65629,67405,1776
p11,B(Approach),18,24,24,1,1,1,68265,69268,70919,1651
p11,B(Approach),19,14,34,0,0,1,71727,72729,74998,2269
p11,B(Approach),20,24,13,0,0,0,76010,77012,78749,1737
p11,B(Approach),21,13,23,0,0,1,110419,111429,113157,1728
p11,B(Approach),22,32,31,0,1,0,114021,115022,116319,1297
p11,B(Approach),23,32,31,0,1,0,117067,118069,119164,1095
p11,B(Approach),24,43,43,1,1,1,119953,120955,122563,1608
p11,B(Approach),25,12,12,1,1,1,123518,124522,127251,2729
p11,B(Approach),26,34,32,0,1,0,128121,129122,131340,2218
p11,B(Approach),27,41,41,1,1,1,132479,133481,135513,2032
p11,B(Approach),28,24,21,0,1,0,136400,137402,139671,2269
p11,B(Approach),29,42,41,0,1,0,140688,141690,143723,2033
p11,B(Approach),30,21,13,0,0,0,145418,146420,148631,2211
p11,B(Approach),31,31,41,0,0,1,149491,150493,152738,2245
p11,B(Approach),32,14,14,1,1,1,153606,154608,156939,2331
p11,B(Approach),33,14,14,1,1,1,158070,159071,160819,1748
p11,B(Approach),34,13,13,1,1,1,161705,162708,164616,1908
p11,B(Approach),35,43,23,0,0,1,165458,166460,168889,2429
p11,B(Approach),36,34,34,1,1,1,169781,170782,173152,2370
p11,B(Approach),37,41,43,0,1,0,174099,175101,177414,2313
p11,B(Approach),38,13,14,0,1,0,178383,179386,181758,2372
p11,B(Approach),39,34,34,1,1,1,182755,183758,188135,4377
p11,B(Approach),40,13,14,0,1,0,189048,190050,192258,2208
p11,B(Approach),41,43,43,1,1,1,226164,227170,228601,1431
p11,B(Approach),42,42,41,0,1,0,229452,230457,232013,1556
p11,B(Approach),43,23,13,0,0,1,232789,233791,235711,1920
p11,B(Approach),44,42,41,0,1,0,237508,238509,239877,1368
p11,B(Approach),45,43,43,1,1,1,240671,241673,243415,1742
p11,B(Approach),46,31,31,1,1,1,244295,245297,246669,1372
p11,B(Approach),47,31,31,1,1,1,247485,248487,249911,1424
p11,B(Approach),48,41,43,0,1,0,250639,251642,253234,1592
p11,B(Approach),49,34,32,0,1,0,254054,255056,256843,1787
p11,B(Approach),50,23,14,0,0,0,257656,258658,261060,2402
p11,B(Approach),51,32,31,0,1,0,262612,263613,265567,1954
p11,B(Approach),52,21,12,0,0,0,266506,267508,269626,2118
p11,B(Approach),53,13,13,1,1,1,270588,271590,273558,1968
p11,B(Approach),54,12,12,1,1,1,274397,275398,277249,1851
p11,B(Approach),55,21,24,0,1,0,278272,279274,284198,4924
p11,B(Approach),56,42,41,0,1,0,285325,286328,288012,1684
p11,B(Approach),57,41,43,0,1,0,288907,289909,292138,2229
p11,B(Approach),58,42,41,0,1,0,292899,293901,296750,2849
p11,B(Approach),59,12,32,0,0,1,297764,298766,300780,2014
p11,B(Approach),60,24,13,0,0,0,301762,302764,304930,2166
