id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p2,A(Baseline1),1,43,23,0,0,1,3091,4093,6137,2044
p2,A(Baseline1),2,23,13,0,0,1,7165,8167,9783,1616
p2,A(Baseline1),3,32,14,0,0,0,10797,11799,13375,1576
p2,A(Baseline1),4,43,23,0,0,1,14136,15139,16565,1426
p2,A(Baseline1),5,42,41,0,1,0,17504,18506,20460,1954
p2,A(Baseline1),6,14,13,0,1,0,21337,22339,23833,1494
p2,A(Baseline1),7,31,31,1,1,1,24651,25652,27082,1430
p2,A(Baseline1),8,13,13,1,1,1,28278,29280,30937,1657
p2,A(Baseline1),9,12,31,0,0,0,31759,32760,34458,1698
p2,A(Baseline1),10,34,34,1,1,1,35291,36293,38071,1778
p2,A(Baseline1),11,24,13,0,0,0,38969,39971,42011,2040
p2,A(Baseline1),12,31,31,1,1,1,42931,43933,46174,2241
p2,A(Baseline1),13,42,31,0,0,0,46972,47974,49808,1834
p2,A(Baseline1),14,41,41,1,1,1,50663,51665,53394,1729
p2,A(Baseline1),15,34,31,0,1,0,54360,55362,57068,1706
p2,A(Baseline1),16,14,32,0,0,0,57900,58902,60466,1564
p2,A(Baseline1),17,24,13,0,0,0,61235,62236,64708,2472
p2,A(Baseline1),18,14,14,1,1,1,65587,66590,68552,1962
p2,A(Baseline1),19,32,31,0,1,0,69381,70383,72336,1953
p2,A(Baseline1),20,42,41,0,1,0,73713,74715,78166,3451
p2,A(Baseline1),21,12,32,0,0,1,109748,110755,112152,1397
p2,A(Baseline1),22,24,13,0,0,0,112908,113910,114905,995
p2,A(Baseline1),23,43,43,1,1,1,115873,116875,118697,1822
p2,A(Baseline1),24,13,13,1,1,1,119528,120531,122152,1621
p2,A(Baseline1),25,24,24,1,1,1,123161,124163,125678,1515
p2,A(Baseline1),26,41,41,1,1,1,126540,127542,129251,1709
p2,A(Baseline1),27,42,31,0,0,0,130045,131048,132647,1599
p2,A(Baseline1),28,23,13,0,0,1,133453,134455,136144,1689
p2,A(Baseline1),29,13,13,1,1,1,137005,138007,140484,2477
p2,A(Baseline1),30,43,23,0,0,1,141288,142290,144272,1982
p2,A(Baseline1),31,31,31,1,1,1,145057,146059,147319,1260
p2,A(Baseline1),32,31,31,1,1,1,148104,149106,150400,1294
p2,A(Baseline1),33,23,13,0,0,1,151147,152149,153953,1804
p2,A(Baseline1),34,24,13,0,0,0,154747,155749,157220,1471
p2,A(Baseline1),35,34,32,0,1,0,157992,158994,162993,3999
p2,A(Baseline1),36,12,31,0,0,0,163781,164783,166333,1550
p2,A(Baseline1),37,34,31,0,1,0,167111,168113,169719,1606
p2,A(Baseline1),38,21,13,0,0,0,170539,171541,173393,1852
p2,A(Baseline1),39,32,41,0,0,0,174178,175180,176176,996
p2,A(Baseline1),40,23,13,0,0,1,177192,178194,179502,1308
p2,A(Baseline1),41,21,13,0,0,0,211558,212567,214907,2340
p2,A(Baseline1),42,21,23,0,1,0,215771,216776,218366,1590
p2,A(Baseline1),43,23,13,0,0,1,219199,220201,221580,1379
p2,A(Baseline1),44,14,31,0,0,0,222434,223436,225398,1962
p2,A(Baseline1),45,12,21,0,0,0,226292,227293,232035,4742
p2,A(Baseline1),46,32,31,0,1,0,233282,234285,236525,2240
p2,A(Baseline1),47,21,13,0,0,0,237353,238355,239804,1449
p2,A(Baseline1),48,31,31,1,1,1,240548,241550,243736,2186
p2,A(Baseline1),49,13,14,0,1,0,244556,245558,247509,1951
p2,A(Baseline1),50,41,31,0,0,1,248345,249348,251052,1704
p2,A(Baseline1),51,13,13,1,1,1,251875,252877,253936,1059
p2,A(Baseline1),52,42,41,0,1,0,254794,255796,258353,2557
p2,A(Baseline1),53,12,12,1,1,1,259244,260246,263392,3146
p2,A(Baseline1),54,41,41,1,1,1,264194,265196,268894,3698
p2,A(Baseline1),55,41,43,0,1,0,269885,270887,271870,983
p2,A(Baseline1),56,32,31,0,1,0,272658,273660,275431,1771
p2,A(Baseline1),57,14,12,0,1,0,276200,277202,279064,1862
p2,A(Baseline1),58,21,13,0,0,0,279945,280947,282276,1329
p2,A(Baseline1),59,43,43,1,1,1,283026,284028,286029,2001
p2,A(Baseline1),60,34,31,0,1,0,286848,287850,289934,2084
