id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p2,B(Approach),1,31,41,0,0,1,25405,26419,28630,2211
p2,B(Approach),2,42,21,0,0,0,29839,30843,32934,2091
p2,B(Approach),3,41,41,1,1,1,34072,35073,37930,2857
p2,B(Approach),4,13,24,0,0,0,39035,40037,43210,3173
p2,B(Approach),5,42,41,0,1,0,44119,45121,51256,6135
p2,B(Approach),6,41,21,0,0,1,52327,53329,55554,2225
p2,B(Approach),7,23,23,1,1,1,56559,57561,60118,2557
p2,B(Approach),8,13,23,0,0,1,61073,62075,64612,2537
p2,B(Approach),9,43,43,1,1,1,65463,66465,69489,3024
p2,B(Approach),10,21,21,1,1,1,70672,71674,73308,1634
p2,B(Approach),11,43,43,1,1,1,74245,75247,77235,1988
p2,B(Approach),12,31,21,0,0,1,78092,79094,81499,2405
p2,B(Approach),13,13,13,1,1,1,82376,83378,85730,2352
p2,B(Approach),14,43,43,1,1,1,86542,87544,90448,2904
p2,B(Approach),15,34,24,0,0,1,91353,92360,96067,3707
p2,B(Approach),16,43,23,0,0,1,97135,98139,100038,1899
p2,B(Approach),17,14,24,0,0,1,100888,101890,103577,1687
p2,B(Approach),18,24,24,1,1,1,104481,105483,106943,1460
p2,B(Approach),19,41,43,0,1,0,107870,108872,112564,3692
p2,B(Approach),20,34,42,0,0,0,113526,114528,118085,3557
p2,B(Approach),21,43,43,1,1,1,149480,150487,153335,2848
p2,B(Approach),22,42,41,0,1,0,154206,155208,157544,2336
p2,B(Approach),23,42,41,0,1,0,158453,159457,162051,2594
p2,B(Approach),24,12,12,1,1,1,163066,164068,166645,2577
p2,B(Approach),25,14,12,0,1,0,167519,168520,170492,1972
p2,B(Approach),26,21,21,1,1,1,171466,172468,174390,1922
p2,B(Approach),27,23,23,1,1,1,175366,176368,178488,2120
p2,B(Approach),28,21,23,0,1,0,179365,180367,182320,1953
p2,B(Approach),29,24,24,1,1,1,183223,184225,186157,1932
p2,B(Approach),30,24,24,1,1,1,187090,188091,191267,3176
p2,B(Approach),31,41,43,0,1,0,192630,193631,195801,2170
p2,B(Approach),32,42,41,0,1,0,196677,197678,200524,2846
p2,B(Approach),33,32,42,0,0,1,202229,203231,206366,3135
p2,B(Approach),34,34,32,0,1,0,207328,208330,210785,2455
p2,B(Approach),35,23,23,1,1,1,211884,212886,214939,2053
p2,B(Approach),36,14,24,0,0,1,215896,216899,219481,2582
p2,B(Approach),37,13,24,0,0,0,220530,221532,223326,1794
p2,B(Approach),38,13,23,0,0,1,224640,225642,228053,2411
p2,B(Approach),39,21,21,1,1,1,229332,230334,232306,1972
p2,B(Approach),40,14,24,0,0,1,233312,234314,236241,1927
p2,B(Approach),41,23,23,1,1,1,267557,268562,270907,2345
p2,B(Approach),42,23,23,1,1,1,271801,272803,274839,2036
p2,B(Approach),43,31,31,1,1,1,275765,276767,278764,1997
p2,B(Approach),44,14,24,0,0,1,280032,281037,283173,2136
p2,B(Approach),45,24,23,0,1,0,284137,285138,288565,3427
p2,B(Approach),46,32,31,0,1,0,289634,290635,292515,1880
p2,B(Approach),47,32,31,0,1,0,293381,294383,296352,1969
p2,B(Approach),48,12,12,1,1,1,297257,298259,300210,1951
p2,B(Approach),49,32,31,0,1,0,301156,302158,304497,2339
p2,B(Approach),50,12,12,1,1,1,305631,306633,309791,3158
p2,B(Approach),51,34,34,1,1,1,310719,311720,313636,1916
p2,B(Approach),52,31,31,1,1,1,314656,315657,317479,1822
p2,B(Approach),53,31,31,1,1,1,318407,319409,320998,1589
p2,B(Approach),54,32,32,1,1,1,321992,322993,325124,2131
p2,B(Approach),55,24,24,1,1,1,326014,327016,328807,1791
p2,B(Approach),56,12,32,0,0,1,329845,330847,332609,1762
p2,B(Approach),57,21,23,0,1,0,333559,334561,336746,2185
p2,B(Approach),58,12,12,1,1,1,337605,338607,341325,2718
p2,B(Approach),59,41,41,1,1,1,342280,343283,345662,2379
p2,B(Approach),60,34,32,0,1,0,346852,347854,350526,2672
