id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p1,A(Baseline1),1,32,41,0,0,0,35239,36252,38678,2426
p1,A(Baseline1),2,43,43,1,1,1,39811,40813,45774,4961
p1,A(Baseline1),3,12,12,1,1,1,47092,48094,51029,2935
p1,A(Baseline1),4,12,32,0,0,1,51954,52956,57278,4322
p1,A(Baseline1),5,14,14,1,1,1,58443,59445,65278,5833
p1,A(Baseline1),6,31,41,0,0,1,66275,67282,71842,4560
p1,A(Baseline1),7,32,32,1,1,1,72980,73982,78846,4864
p1,A(Baseline1),8,31,32,0,1,0,80005,81007,85255,4248
p1,A(Baseline1),9,43,43,1,1,1,86117,87120,92736,5616
p1,A(Baseline1),10,41,31,0,0,1,93707,94709,99976,5267
p1,A(Baseline1),11,43,43,1,1,1,101665,102667,106653,3986
p1,A(Baseline1),12,21,23,0,1,0,107576,108578,113949,5371
p1,A(Baseline1),13,21,21,1,1,1,115168,116171,119943,3772
p1,A(Baseline1),14,41,41,1,1,1,120946,121948,125800,3852
p1,A(Baseline1),15,43,43,1,1,1,126902,127908,138263,10355
p1,A(Baseline1),16,14,14,1,1,1,139776,140780,144805,4025
p1,A(Baseline1),17,42,32,0,0,1,145718,146723,154136,7413
p1,A(Baseline1),18,24,23,0,1,0,155046,156048,160165,4117
p1,A(Baseline1),19,32,32,1,1,1,161094,162096,165692,3596
p1,A(Baseline1),20,23,23,1,1,1,167182,168189,171905,3716
p1,A(Baseline1),21,13,13,1,1,1,203175,204182,210435,6253
p1,A(Baseline1),22,31,41,0,0,1,211367,212369,215226,2857
p1,A(Baseline1),23,21,21,1,1,1,216049,217052,220540,3488
p1,A(Baseline1),24,14,13,0,1,0,221330,222335,225731,3396
p1,A(Baseline1),25,43,43,1,1,1,226746,227750,234152,6402
p1,A(Baseline1),26,24,24,1,1,1,235236,236238,239198,2960
p1,A(Baseline1),27,23,24,0,1,0,240237,241239,246991,5752
p1,A(Baseline1),28,41,41,1,1,1,247888,248890,251713,2823
p1,A(Baseline1),29,31,41,0,0,1,252575,253582,261663,8081
p1,A(Baseline1),30,41,41,1,1,1,262580,263582,270113,6531
p1,A(Baseline1),31,32,32,1,1,1,270961,271967,276979,5012
p1,A(Baseline1),32,23,24,0,1,0,278167,279171,285514,6343
p1,A(Baseline1),33,34,34,1,1,1,286597,287601,291386,3785
p1,A(Baseline1),34,23,23,1,1,1,292204,293209,298819,5610
p1,A(Baseline1),35,24,24,1,1,1,300372,301374,306138,4764
p1,A(Baseline1),36,13,14,0,1,0,307050,308052,311596,3544
p1,A(Baseline1),37,14,14,1,1,1,312436,313437,316130,2693
p1,A(Baseline1),38,42,42,1,1,1,317029,318031,321302,3271
p1,A(Baseline1),39,41,41,1,1,1,322154,323156,325454,2298
p1,A(Baseline1),40,21,21,1,1,1,326887,327889,330160,2271
p1,A(Baseline1),41,34,32,0,1,0,361260,362269,367701,5432
p1,A(Baseline1),42,32,32,1,1,1,368524,369526,372705,3179
p1,A(Baseline1),43,13,13,1,1,1,373531,374533,377820,3287
p1,A(Baseline1),44,34,32,0,1,0,378666,379667,387278,7611
p1,A(Baseline1),45,23,23,1,1,1,388127,389131,395348,6217
p1,A(Baseline1),46,21,21,1,1,1,396202,397209,399043,1834
p1,A(Baseline1),47,13,14,0,1,0,399884,400886,404023,3137
p1,A(Baseline1),48,42,42,1,1,1,404790,405796,409122,3326
p1,A(Baseline1),49,42,41,0,1,0,410192,411195,413740,2545
p1,A(Baseline1),50,24,24,1,1,1,414594,415596,417920,2324
p1,A(Baseline1),51,12,12,1,1,1,418659,419662,422440,2778
p1,A(Baseline1),52,34,34,1,1,1,423214,424216,426804,2588
p1,A(Baseline1),53,34,42,0,0,0,427638,428640,435926,7286
p1,A(Baseline1),54,42,32,0,0,1,436695,437697,440760,3063
p1,A(Baseline1),55,12,12,1,1,1,441870,442872,445350,2478
p1,A(Baseline1),56,24,24,1,1,1,446437,447439,452143,4704
p1,A(Baseline1),57,31,31,1,1,1,454364,455366,457714,2348
p1,A(Baseline1),58,14,24,0,0,1,458488,459490,465082,5592
p1,A(Baseline1),59,13,14,0,1,0,466127,467129,470918,3789
p1,A(Baseline1),60,12,12,1,1,1,471799,472802,474926,2124
