id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p8,C(Baseline2),1,42,43,0,1,0,3710,4712,8445,3733
p8,C(Baseline2),2,21,21,1,1,1,9294,10296,11805,1509
p8,C(Baseline2),3,14,14,1,1,1,12582,13584,15134,1550
p8,C(Baseline2),4,23,41,0,0,0,15886,16888,18253,1365
p8,C(Baseline2),5,42,43,0,1,0,18999,20000,21061,1061
p8,C(Baseline2),6,43,21,0,0,0,21854,22856,26509,3653
p8,C(Baseline2),7,43,43,1,1,1,27286,28288,29934,1646
p8,C(Baseline2),8,43,43,1,1,1,30711,31712,33677,1965
p8,C(Baseline2),9,12,24,0,0,0,34414,35416,37086,1670
p8,C(Baseline2),10,41,41,1,1,1,37839,38841,40893,2052
p8,C(Baseline2),11,43,43,1,1,1,42142,43144,44941,1797
p8,C(Baseline2),12,24,24,1,1,1,45686,46688,50525,3837
p8,C(Baseline2),13,24,24,1,1,1,51343,52350,54413,2063
p8,C(Baseline2),14,14,24,0,0,1,55223,56225,57669,1444
p8,C(Baseline2),15,31,12,0,0,0,58415,59420,60805,1385
p8,C(Baseline2),16,23,41,0,0,0,61510,62512,65125,2613
p8,C(Baseline2),17,43,43,1,1,1,65822,66823,68342,1519
p8,C(Baseline2),18,41,41,1,1,1,69030,70031,72245,2214
p8,C(Baseline2),19,24,43,0,0,0,72974,73976,76278,2302
p8,C(Baseline2),20,34,14,0,0,1,76990,77992,79597,1605
p8,C(Baseline2),21,21,41,0,0,1,111045,112052,113549,1497
p8,C(Baseline2),22,41,41,1,1,1,114287,115297,116774,1477
p8,C(Baseline2),23,34,14,0,0,1,117462,118464,119909,1445
p8,C(Baseline2),24,23,43,0,0,1,120678,121679,125269,3590
p8,C(Baseline2),25,31,12,0,0,0,125942,126944,128582,1638
p8,C(Baseline2),26,24,43,0,0,0,129294,130296,131806,1510
p8,C(Baseline2),27,21,41,0,0,1,132518,133520,134838,1318
p8,C(Baseline2),28,42,43,0,1,0,135622,136625,138646,2021
p8,C(Baseline2),29,31,12,0,0,0,139366,140368,142581,2213
p8,C(Baseline2),30,12,34,0,0,0,143286,144288,146614,2326
p8,C(Baseline2),31,23,23,1,1,1,147349,148352,151725,3373
p8,C(Baseline2),32,32,12,0,0,1,152502,153504,155046,1542
p8,C(Baseline2),33,32,12,0,0,1,155830,156832,158485,1653
p8,C(Baseline2),34,31,12,0,0,0,159365,160367,161630,1263
p8,C(Baseline2),35,32,12,0,0,1,162415,163417,164662,1245
p8,C(Baseline2),36,42,43,0,1,0,165399,166401,167621,1220
p8,C(Baseline2),37,32,12,0,0,1,168351,169353,170959,1606
p8,C(Baseline2),38,13,13,1,1,1,171750,172751,173749,998
p8,C(Baseline2),39,42,43,0,1,0,174541,175543,177045,1502
p8,C(Baseline2),40,24,41,0,0,0,177901,178903,181757,2854
p8,C(Baseline2),41,12,12,1,1,1,213054,214061,215614,1553
p8,C(Baseline2),42,13,13,1,1,1,216350,217354,218685,1331
p8,C(Baseline2),43,34,14,0,0,1,219390,220392,228014,7622
p8,C(Baseline2),44,34,14,0,0,1,229101,230103,231358,1255
p8,C(Baseline2),45,13,13,1,1,1,232174,233175,234325,1150
p8,C(Baseline2),46,23,21,0,1,0,235110,236112,238181,2069
p8,C(Baseline2),47,14,14,1,1,1,238925,239928,241301,1373
p8,C(Baseline2),48,41,41,1,1,1,242022,243024,244253,1229
p8,C(Baseline2),49,21,21,1,1,1,245062,246064,246973,909
p8,C(Baseline2),50,14,14,1,1,1,247701,248703,250461,1758
p8,C(Baseline2),51,21,21,1,1,1,251190,252193,253389,1196
p8,C(Baseline2),52,31,14,0,0,0,254125,255127,258142,3015
p8,C(Baseline2),53,13,13,1,1,1,258846,259848,261517,1669
p8,C(Baseline2),54,12,12,1,1,1,262247,263249,264478,1229
p8,C(Baseline2),55,41,41,1,1,1,265206,266208,267486,1278
p8,C(Baseline2),56,34,12,0,0,0,268165,269167,270565,1398
p8,C(Baseline2),57,13,13,1,1,1,271293,272295,273925,1630
p8,C(Baseline2),58,32,12,0,0,1,274614,275616,278077,2461
p8,C(Baseline2),59,12,12,1,1,1,278981,279984,281757,1773
p8,C(Baseline2),60,14,14,1,1,1,282918,283920,285125,1205
