id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p11,B(Approach),1,31,14,0,0,0,2437,3439,5133,1694
p11,B(Approach),2,41,41,1,1,1,6054,7055,8437,1382
p11,B(Approach),3,24,24,1,1,1,9263,10264,12597,2333
p11,B(Approach),4,43,21,0,0,0,13438,14440,15589,1149
p11,B(Approach),5,23,23,1,1,1,16430,17433,18613,1180
p11,B(Approach),6,31,32,0,1,0,19573,20575,22109,1534
p11,B(Approach),7,12,14,0,1,0,23101,24103,26229,2126
p11,B(Approach),8,34,34,1,1,1,27086,28088,29973,1885
p11,B(Approach),9,42,42,1,1,1,30805,31807,36469,4662
p11,B(Approach),10,12,14,0,1,0,37325,38328,39893,1565
p11,B(Approach),11,43,41,0,1,0,40862,41865,43869,2004
p11,B(Approach),12,43,43,1,1,1,44870,45871,47757,1886
p11,B(Approach),13,42,42,1,1,1,48622,49624,51532,1908
p11,B(Approach),14,41,41,1,1,1,52494,53495,55325,1830
p11,B(Approach),15,21,41,0,0,1,56398,57400,59461,2061
p11,B(Approach),16,14,14,1,1,1,60686,61688,63197,1509
p11,B(Approach),17,21,41,0,0,1,64126,65128,66485,1357
p11,B(Approach),18,23,43,0,0,1,67614,68616,70205,1589
p11,B(Approach),19,32,34,0,1,0,71125,72128,73861,1733
p11,B(Approach),20,13,13,1,1,1,74870,75872,77389,1517
p11,B(Approach),21,24,23,0,1,0,109029,110036,111925,1889
p11,B(Approach),22,43,21,0,0,0,112726,113728,114973,1245
p11,B(Approach),23,32,12,0,0,1,116245,117250,118741,1491
p11,B(Approach),24,13,13,1,1,1,119590,120592,122125,1533
p11,B(Approach),25,31,31,1,1,1,123046,124048,126006,1958
p11,B(Approach),26,34,34,1,1,1,127110,128112,129149,1037
p11,B(Approach),27,31,31,1,1,1,129997,130999,132596,1597
p11,B(Approach),28,12,14,0,1,0,134310,135312,136669,1357
p11,B(Approach),29,14,14,1,1,1,137541,138544,140437,1893
p11,B(Approach),30,21,21,1,1,1,141310,142314,143973,1659
p11,B(Approach),31,41,41,1,1,1,144877,145879,147781,1902
p11,B(Approach),32,34,34,1,1,1,148711,149713,151277,1564
p11,B(Approach),33,32,34,0,1,0,152205,153207,155356,2149
p11,B(Approach),34,34,34,1,1,1,156414,157415,159333,1918
p11,B(Approach),35,13,13,1,1,1,160319,161321,162837,1516
p11,B(Approach),36,32,32,1,1,1,163886,164888,166117,1229
p11,B(Approach),37,21,21,1,1,1,167158,168160,170165,2005
p11,B(Approach),38,12,14,0,1,0,171278,172279,174213,1934
p11,B(Approach),39,31,31,1,1,1,175182,176184,178461,2277
p11,B(Approach),40,24,23,0,1,0,179262,180264,181980,1716
p11,B(Approach),41,23,23,1,1,1,213303,214309,216077,1768
p11,B(Approach),42,14,13,0,1,0,216854,217856,218852,996
p11,B(Approach),43,13,13,1,1,1,219598,220600,221772,1172
p11,B(Approach),44,14,13,0,1,0,222550,223555,224253,698
p11,B(Approach),45,34,34,1,1,1,225054,226056,227374,1318
p11,B(Approach),46,41,41,1,1,1,228157,229160,230829,1669
p11,B(Approach),47,42,42,1,1,1,231637,232639,234308,1669
p11,B(Approach),48,23,23,1,1,1,235070,236072,237213,1141
p11,B(Approach),49,23,23,1,1,1,238014,239015,240477,1462
p11,B(Approach),50,13,13,1,1,1,241262,242263,243461,1198
p11,B(Approach),51,24,23,0,1,0,244189,245191,247077,1886
p11,B(Approach),52,42,42,1,1,1,247974,248975,250708,1733
p11,B(Approach),53,14,13,0,1,0,251510,252511,253901,1390
p11,B(Approach),54,21,21,1,1,1,254766,255768,258172,2404
p11,B(Approach),55,32,32,1,1,1,259013,260016,262204,2188
p11,B(Approach),56,43,41,0,1,0,263134,264137,266148,2011
p11,B(Approach),57,24,23,0,1,0,266965,267967,269181,1214
p11,B(Approach),58,12,12,1,1,1,270141,271143,272533,1390
p11,B(Approach),59,42,42,1,1,1,273470,274471,276117,1646
p11,B(Approach),60,41,41,1,1,1,277333,278335,280093,1758
