id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p1,A(Baseline1),1,24,24,1,1,1,11543,12558,14887,2329
p1,A(Baseline1),2,14,14,1,1,1,16446,17450,19741,2291
p1,A(Baseline1),3,14,14,1,1,1,21006,22008,23917,1909
p1,A(Baseline1),4,13,13,1,1,1,24845,25848,28253,2405
p1,A(Baseline1),5,31,31,1,1,1,29222,30224,32349,2125
p1,A(Baseline1),6,23,23,1,1,1,33254,34256,36365,2109
p1,A(Baseline1),7,32,32,1,1,1,37349,38351,42085,3734
p1,A(Baseline1),8,23,23,1,1,1,43117,44120,47037,2917
p1,A(Baseline1),9,34,32,0,1,0,49837,50839,56269,5430
p1,A(Baseline1),10,31,31,1,1,1,57262,58264,62005,3741
p1,A(Baseline1),11,21,21,1,1,1,63086,64088,66629,2541
p1,A(Baseline1),12,34,34,1,1,1,68055,69056,72694,3638
p1,A(Baseline1),13,42,42,1,1,1,74014,75016,79372,4356
p1,A(Baseline1),14,31,31,1,1,1,80278,81280,84406,3126
p1,A(Baseline1),15,21,21,1,1,1,85286,86288,88068,1780
p1,A(Baseline1),16,32,32,1,1,1,89086,90087,92205,2118
p1,A(Baseline1),17,43,41,0,1,0,93206,94207,97205,2998
p1,A(Baseline1),18,34,34,1,1,1,98071,99072,101693,2621
p1,A(Baseline1),19,12,12,1,1,1,103142,104144,106157,2013
p1,A(Baseline1),20,41,21,0,0,1,106997,107999,109653,1654
p1,A(Baseline1),21,32,32,1,1,1,141174,142181,145174,2993
p1,A(Baseline1),22,23,23,1,1,1,146029,147033,148765,1732
p1,A(Baseline1),23,24,24,1,1,1,149726,150728,152812,2084
p1,A(Baseline1),24,42,42,1,1,1,153749,154768,156709,1941
p1,A(Baseline1),25,12,12,1,1,1,157606,158607,161245,2638
p1,A(Baseline1),26,32,32,1,1,1,162142,163144,165316,2172
p1,A(Baseline1),27,31,31,1,1,1,166206,167207,169685,2478
p1,A(Baseline1),28,13,13,1,1,1,171430,172432,173925,1493
p1,A(Baseline1),29,43,43,1,1,1,174893,175895,177588,1693
p1,A(Baseline1),30,14,14,1,1,1,178542,179545,181124,1579
p1,A(Baseline1),31,24,24,1,1,1,182385,183387,184749,1362
p1,A(Baseline1),32,41,41,1,1,1,185975,186976,189188,2212
p1,A(Baseline1),33,21,21,1,1,1,190222,191224,193637,2413
p1,A(Baseline1),34,43,41,0,1,0,194470,195472,198085,2613
p1,A(Baseline1),35,24,24,1,1,1,199374,200376,202141,1765
p1,A(Baseline1),36,32,42,0,0,1,203022,204024,205925,1901
p1,A(Baseline1),37,13,13,1,1,1,207342,208344,210149,1805
p1,A(Baseline1),38,12,12,1,1,1,211117,212119,214725,2606
p1,A(Baseline1),39,43,41,0,1,0,215990,216992,218980,1988
p1,A(Baseline1),40,23,21,0,1,0,220205,221207,222757,1550
p1,A(Baseline1),41,24,24,1,1,1,254966,255974,257756,1782
p1,A(Baseline1),42,21,21,1,1,1,258678,259683,261213,1530
p1,A(Baseline1),43,14,12,0,1,0,262109,263111,265092,1981
p1,A(Baseline1),44,41,41,1,1,1,267109,268111,270349,2238
p1,A(Baseline1),45,23,21,0,1,0,271238,272239,275028,2789
p1,A(Baseline1),46,41,41,1,1,1,276149,277151,278990,1839
p1,A(Baseline1),47,21,21,1,1,1,279798,280800,283285,2485
p1,A(Baseline1),48,13,13,1,1,1,284174,285177,288589,3412
p1,A(Baseline1),49,14,14,1,1,1,289558,290560,292541,1981
p1,A(Baseline1),50,31,31,1,1,1,293614,294616,296412,1796
p1,A(Baseline1),51,43,43,1,1,1,298774,299776,301204,1428
p1,A(Baseline1),52,12,12,1,1,1,302558,303560,305580,2020
p1,A(Baseline1),53,34,34,1,1,1,308485,309513,311286,1773
p1,A(Baseline1),54,12,12,1,1,1,312693,313696,315292,1596
p1,A(Baseline1),55,42,42,1,1,1,316325,317327,320428,3101
p1,A(Baseline1),56,42,42,1,1,1,321774,322776,325692,2916
p1,A(Baseline1),57,13,13,1,1,1,326798,327799,329452,1653
p1,A(Baseline1),58,41,41,1,1,1,330606,331608,334269,2661
p1,A(Baseline1),59,34,34,1,1,1,335261,336263,341637,5374
p1,A(Baseline1),60,42,42,1,1,1,342574,343576,345916,2340
