id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p8,B(Approach),1,23,43,0,0,1,28478,29493,32021,2528
p8,B(Approach),2,31,12,0,0,0,32829,33832,36597,2765
p8,B(Approach),3,34,14,0,0,1,37454,38456,40637,2181
p8,B(Approach),4,14,14,1,1,1,41494,42496,45277,2781
p8,B(Approach),5,24,23,0,1,0,46253,47255,50221,2966
p8,B(Approach),6,13,13,1,1,1,51238,52240,54381,2141
p8,B(Approach),7,41,41,1,1,1,55558,56560,59405,2845
p8,B(Approach),8,32,12,0,0,1,60253,61256,63045,1789
p8,B(Approach),9,31,12,0,0,0,64174,65176,67077,1901
p8,B(Approach),10,34,14,0,0,1,67878,68880,74669,5789
p8,B(Approach),11,43,43,1,1,1,76229,77231,78645,1414
p8,B(Approach),12,41,41,1,1,1,79566,80567,82565,1998
p8,B(Approach),13,43,43,1,1,1,83381,84383,85878,1495
p8,B(Approach),14,34,34,1,1,1,86686,87688,91958,4270
p8,B(Approach),15,41,41,1,1,1,92782,93784,95789,2005
p8,B(Approach),16,12,12,1,1,1,96566,97569,99181,1612
p8,B(Approach),17,32,12,0,0,1,99966,100968,102629,1661
p8,B(Approach),18,14,14,1,1,1,103430,104431,106125,1694
p8,B(Approach),19,12,12,1,1,1,106918,107920,110205,2285
p8,B(Approach),20,12,12,1,1,1,111006,112007,113733,1726
p8,B(Approach),21,43,21,0,0,0,145759,146765,148509,1744
p8,B(Approach),22,43,41,0,1,0,149541,150544,152549,2005
p8,B(Approach),23,21,21,1,1,1,153317,154322,157341,3019
p8,B(Approach),24,31,12,0,0,0,158102,159104,161925,2821
p8,B(Approach),25,42,43,0,1,0,162774,163776,166461,2685
p8,B(Approach),26,41,41,1,1,1,167222,168223,170708,2485
p8,B(Approach),27,24,23,0,1,0,171702,172704,174781,2077
p8,B(Approach),28,43,41,0,1,0,175751,176752,179572,2820
p8,B(Approach),29,13,13,1,1,1,180358,181360,183628,2268
p8,B(Approach),30,23,21,0,1,0,184550,185552,187092,1540
p8,B(Approach),31,24,43,0,0,0,187886,188889,191277,2388
p8,B(Approach),32,34,34,1,1,1,192374,193376,198861,5485
p8,B(Approach),33,34,34,1,1,1,199678,200680,203941,3261
p8,B(Approach),34,23,23,1,1,1,204725,205731,207325,1594
p8,B(Approach),35,14,14,1,1,1,208118,209123,211717,2594
p8,B(Approach),36,42,21,0,0,0,212494,213495,215813,2318
p8,B(Approach),37,32,12,0,0,1,216677,217680,219205,1525
p8,B(Approach),38,21,21,1,1,1,220158,221159,222221,1062
p8,B(Approach),39,31,13,0,0,0,223038,224040,225373,1333
p8,B(Approach),40,24,24,1,1,1,226221,227223,228693,1470
p8,B(Approach),41,42,41,0,1,0,259926,260934,262701,1767
p8,B(Approach),42,14,14,1,1,1,263453,264458,266069,1611
p8,B(Approach),43,42,21,0,0,0,266998,268000,269525,1525
p8,B(Approach),44,12,12,1,1,1,270566,271567,272709,1142
p8,B(Approach),45,13,13,1,1,1,273558,274559,275845,1286
p8,B(Approach),46,21,21,1,1,1,276725,277728,279204,1476
p8,B(Approach),47,42,43,0,1,0,279950,280952,282325,1373
p8,B(Approach),48,21,21,1,1,1,283174,284175,285645,1470
p8,B(Approach),49,13,13,1,1,1,286365,287367,288484,1117
p8,B(Approach),50,32,31,0,1,0,289326,290328,292469,2141
p8,B(Approach),51,32,12,0,0,1,293302,294303,295605,1302
p8,B(Approach),52,41,41,1,1,1,296405,297407,299037,1630
p8,B(Approach),53,21,21,1,1,1,299782,300784,301917,1133
p8,B(Approach),54,23,21,0,1,0,303117,304120,307077,2957
p8,B(Approach),55,23,21,0,1,0,307902,308904,310837,1933
p8,B(Approach),56,13,13,1,1,1,311814,312816,314558,1742
p8,B(Approach),57,14,14,1,1,1,315326,316328,318749,2421
p8,B(Approach),58,12,12,1,1,1,319893,320895,322821,1926
p8,B(Approach),59,31,31,1,1,1,323789,324791,326524,1733
p8,B(Approach),60,24,24,1,1,1,328006,329008,331692,2684
