id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p12,B(Approach),1,242,231,0,1,0,0,31524,33037,35910,2873
p12,B(Approach),2,234,234,1,1,1,1,37041,38544,41589,3045
p12,B(Approach),3,243,243,1,1,1,1,42477,43981,46874,2893
p12,B(Approach),4,232,132,0,0,1,1,47728,49231,56911,7680
p12,B(Approach),5,423,313,0,0,0,1,57786,59290,63998,4708
p12,B(Approach),6,234,234,1,1,1,1,65513,67020,71792,4772
p12,B(Approach),7,313,413,0,0,1,1,72635,74139,76674,2535
p12,B(Approach),8,423,423,1,1,1,1,77532,79034,81663,2629
p12,B(Approach),9,243,234,0,1,0,0,82793,84296,88158,3862
p12,B(Approach),10,324,424,0,0,1,1,88997,90500,93685,3185
p12,B(Approach),11,234,242,0,1,0,0,94540,96043,99718,3675
id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p12,B(Approach),1,341,342,0,1,1,0,17333,18843,24926,6083
p12,B(Approach),2,413,412,0,1,1,0,25918,27421,31099,3678
p12,B(Approach),3,343,423,0,0,0,1,32365,33868,37430,3562
p12,B(Approach),4,131,232,0,0,1,0,38211,39715,43834,4119
p12,B(Approach),5,142,142,1,1,1,1,44897,46400,51625,5225
p12,B(Approach),6,414,414,1,1,1,1,52502,54005,58515,4510
p12,B(Approach),7,213,234,0,1,0,0,59553,61056,65642,4586
p12,B(Approach),8,312,412,0,0,1,1,67810,69312,73628,4316
p12,B(Approach),9,132,412,0,0,0,1,75043,76546,80780,4234
p12,B(Approach),10,431,431,1,1,1,1,81624,83127,85963,2836
p12,B(Approach),11,143,143,1,1,1,1,86826,88329,90744,2415
p12,B(Approach),12,123,123,1,1,1,1,91751,93254,95812,2558
p12,B(Approach),13,423,423,1,1,1,1,96702,98205,101113,2908
p12,B(Approach),14,432,432,1,1,1,1,101951,103455,107432,3977
p12,B(Approach),15,312,412,0,0,1,1,108299,109802,113278,3476
p12,B(Approach),16,243,231,0,1,0,0,114218,115721,120062,4341
p12,B(Approach),17,432,432,1,1,1,1,122555,124058,127205,3147
p12,B(Approach),18,143,143,1,1,1,1,128508,130011,133465,3454
p12,B(Approach),19,413,413,1,1,1,1,134602,136106,139431,3325
p12,B(Approach),20,324,424,0,0,1,1,140272,141775,145148,3373
p12,B(Approach),21,243,243,1,1,1,1,176297,177805,180594,2789
p12,B(Approach),22,241,241,1,1,1,1,181603,183109,185911,2802
p12,B(Approach),23,424,424,1,1,1,1,186916,188420,193480,5060
p12,B(Approach),24,231,231,1,1,1,1,194434,195938,199306,3368
p12,B(Approach),25,321,321,1,1,1,1,200095,201599,205104,3505
p12,B(Approach),26,124,323,0,0,1,0,205905,207409,210010,2601
p12,B(Approach),27,421,323,0,0,1,0,210924,212428,215590,3162
p12,B(Approach),28,214,234,0,1,0,1,216512,218016,220635,2619
p12,B(Approach),29,321,324,0,1,1,0,221792,223295,225745,2450
p12,B(Approach),30,212,212,1,1,1,1,227343,228846,232056,3210
p12,B(Approach),31,414,412,0,1,1,0,232938,234442,237623,3181
