id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p11,A(Baseline1),1,123,124,0,1,1,0,23910,25421,28027,2606
p11,A(Baseline1),2,314,412,0,0,1,0,29173,30676,34475,3799
p11,A(Baseline1),3,343,424,0,0,0,0,35764,37273,39475,2202
p11,A(Baseline1),4,431,241,0,0,0,1,40438,41942,45465,3523
p11,A(Baseline1),5,142,142,1,1,1,1,46770,48274,51360,3086
p11,A(Baseline1),6,323,424,0,0,1,0,52251,53754,57287,3533
p11,A(Baseline1),7,123,124,0,1,1,0,58360,59863,61883,2020
p11,A(Baseline1),8,413,413,1,1,1,1,63374,64878,67440,2562
p11,A(Baseline1),9,132,141,0,1,0,0,68473,69976,73737,3761
p11,A(Baseline1),10,312,412,0,0,1,1,74862,76365,78833,2468
p11,A(Baseline1),11,342,421,0,0,0,0,79988,81491,84036,2545
p11,A(Baseline1),12,213,134,0,0,0,0,84913,86417,88307,1890
p11,A(Baseline1),13,124,124,1,1,1,1,89152,90655,92566,1911
p11,A(Baseline1),14,323,424,0,0,1,0,93600,95103,97861,2758
p11,A(Baseline1),15,324,424,0,0,1,1,99208,100712,103282,2570
p11,A(Baseline1),16,213,134,0,0,0,0,104734,106237,108733,2496
p11,A(Baseline1),17,413,434,0,1,0,0,110383,111908,115386,3478
p11,A(Baseline1),18,234,142,0,0,0,0,116427,117930,120734,2804
p11,A(Baseline1),19,434,434,1,1,1,1,121785,123288,127322,4034
p11,A(Baseline1),20,131,141,0,1,0,1,128248,129751,133155,3404
p11,A(Baseline1),21,131,141,0,1,0,1,165249,166755,169480,2725
p11,A(Baseline1),22,132,141,0,1,0,0,170375,171879,175468,3589
p11,A(Baseline1),23,232,142,0,0,0,1,176562,178068,181164,3096
p11,A(Baseline1),24,412,431,0,1,0,0,183095,184600,187707,3107
p11,A(Baseline1),25,214,134,0,0,0,1,188896,190399,192164,1765
p11,A(Baseline1),26,413,434,0,1,0,0,192847,194351,196847,2496
p11,A(Baseline1),27,324,424,0,0,1,1,197785,199288,201831,2543
p11,A(Baseline1),28,321,413,0,0,0,0,202766,204270,206739,2469
p11,A(Baseline1),29,432,431,0,1,1,0,207510,209013,211644,2631
p11,A(Baseline1),30,424,414,0,1,0,1,212457,213960,218032,4072
p11,A(Baseline1),31,124,314,0,0,0,1,218807,220311,224183,3872
p11,A(Baseline1),32,243,143,0,0,1,1,225035,226537,229069,2532
p11,A(Baseline1),33,312,431,0,0,0,0,229955,231458,234347,2889
p11,A(Baseline1),34,431,431,1,1,1,1,235130,236634,240052,3418
p11,A(Baseline1),35,314,434,0,0,0,1,240917,242420,245180,2760
p11,A(Baseline1),36,213,134,0,0,0,0,246060,247563,249857,2294
p11,A(Baseline1),37,231,143,0,0,0,0,250593,252095,254214,2119
p11,A(Baseline1),38,421,413,0,1,0,0,254984,256487,259773,3286
p11,A(Baseline1),39,242,141,0,0,1,0,261094,262599,266053,3454
p11,A(Baseline1),40,243,143,0,0,1,1,267067,268569,270595,2026
p11,A(Baseline1),41,341,421,0,0,0,1,301885,303394,305468,2074
p11,A(Baseline1),42,243,143,0,0,1,1,306510,308016,310735,2719
p11,A(Baseline1),43,423,413,0,1,0,1,311614,313118,315970,2852
p11,A(Baseline1),44,121,123,0,1,1,0,316840,318344,320796,2452
p11,A(Baseline1),45,342,421,0,0,0,0,321563,323067,325392,2325
p11,A(Baseline1),46,143,143,1,1,1,1,326105,327608,329910,2302
p11,A(Baseline1),47,343,424,0,0,0,0,330706,332210,335012,2802
p11,A(Baseline1),48,313,434,0,0,0,0,335793,337296,339954,2658
p11,A(Baseline1),49,141,343,0,0,1,0,340693,342196,345243,3047
p11,A(Baseline1),50,324,414,0,0,0,1,346300,347804,350928,3124
p11,A(Baseline1),51,312,412,0,0,1,1,351915,353418,355744,2326
p11,A(Baseline1),52,341,421,0,0,0,1,356513,358017,359988,1971
p11,A(Baseline1),53,412,431,0,1,0,0,360748,362252,364780,2528
p11,A(Baseline1),54,123,124,0,1,1,0,365539,367042,368668,1626
p11,A(Baseline1),55,134,142,0,1,0,0,369426,370929,373744,2815
p11,A(Baseline1),56,432,431,0,1,1,0,374711,376215,378728,2513
p11,A(Baseline1),57,131,143,0,1,0,0,379673,381177,384552,3375
p11,A(Baseline1),58,121,121,1,1,1,1,385406,386909,390533,3624
p11,A(Baseline1),59,231,241,0,1,0,1,391587,393090,395852,2762
p11,A(Baseline1),60,423,213,0,0,0,1,397288,398792,401923,3131
p11,A(Baseline1),61,323,424,0,0,1,0,432991,434505,438590,4085
p11,A(Baseline1),62,212,132,0,0,0,1,439382,440885,445309,4424
p11,A(Baseline1),63,434,432,0,1,1,0,446161,447664,451323,3659
p11,A(Baseline1),64,414,213,0,0,1,0,452108,453611,456451,2840
p11,A(Baseline1),65,242,142,0,0,1,1,457270,458773,461626,2853
p11,A(Baseline1),66,124,324,0,0,1,1,462387,463890,466516,2626
p11,A(Baseline1),67,341,421,0,0,0,1,467224,468727,471728,3001
p11,A(Baseline1),68,414,434,0,1,0,1,472513,474017,476224,2207
p11,A(Baseline1),69,241,143,0,0,1,0,476965,478527,480865,2338
p11,A(Baseline1),70,423,413,0,1,0,1,481888,483391,485819,2428
p11,A(Baseline1),71,212,132,0,0,0,1,486724,488227,491411,3184
p11,A(Baseline1),72,321,413,0,0,0,0,492157,493660,496010,2350
p11,A(Baseline1),73,143,324,0,0,0,0,496831,498334,501274,2940
p11,A(Baseline1),74,143,143,1,1,1,1,502140,503643,505964,2321
p11,A(Baseline1),75,232,142,0,0,0,1,506688,508190,510757,2567
p11,A(Baseline1),76,421,413,0,1,0,0,511496,513000,515053,2053
p11,A(Baseline1),77,431,431,1,1,1,1,515951,517454,519987,2533
p11,A(Baseline1),78,321,421,0,0,1,1,520863,522366,526487,4121
p11,A(Baseline1),79,424,414,0,1,0,1,527335,528839,531966,3127
p11,A(Baseline1),80,434,431,0,1,1,0,533635,535137,538483,3346
p11,A(Baseline1),81,432,231,0,0,1,0,569939,571453,574372,2919
